metadata_decision,crawl_rescue,review_reason,score,title,source,date,url,query_family,query_id,product_hits,adulteration_hits,enforcement_hits,india_hits,exclude_hits,query_used
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Letters to the Editor: Respect is the key,sentinelassam.com,2022-04-17,https://www.sentinelassam.com/editorial/letters-to-the-editor-respect-is-the-key-587753,boolean,boolean_core_oils_fraud,,,,assam; indian_source,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Lewis Hamilton Blows Kiss To Girlfriend Kim Kardashian At Monaco Grand Prix,news18.com,2026-06-08,https://www.news18.com/movies/hollywood/lewis-hamilton-blows-kiss-to-girlfriend-kim-kardashian-at-monaco-grand-prix-ws-l-10135694.html,boolean,boolean_core_oils_fraud,,,,indian_source,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Live-in couple from Kerala arrested with drugs worth Rs 11cr,indiatimes.com,2026-03-04,https://timesofindia.indiatimes.com/city/bengaluru/live-in-couple-from-kerala-arrested-with-drugs-worth-rs-11cr/articleshow/128986616.cms,proximity,proximity_oil_seized,,,,india; kerala,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Love mayonnaise? Hereâs what it might be doing to your health,indiatimes.com,2025-07-03,https://timesofindia.indiatimes.com/life-style/food-news/love-mayonnaise-heres-what-it-might-be-doing-to-your-health/articleshow/122227802.cms,boolean,boolean_named_oils_fraud,,,,india,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"Low Oil Aam Ka Achar: Raw Mango, Green Chilli, And Spices For A Quick Summer Pickle",hindustantimes.com,2026-06-07,https://www.hindustantimes.com/lifestyle/recipe/low-oil-aam-ka-achar-raw-mango-green-chilli-and-spices-for-a-quick-summer-pickle-101780816753917.html,boolean,boolean_named_oils_fraud,,,,indian_source,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Lucknow To Host North Zone Agriculture Conference Focusing On Farmer Welfare And Policy Reforms,freepressjournal.in,2026-04-23,https://www.freepressjournal.in/uttar-pradesh/lucknow-to-host-north-zone-agriculture-conference-focusing-on-farmer-welfare-and-policy-reforms,boolean,boolean_core_oils_fraud,,,,indian_source; lucknow; uttar pradesh,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,MEA's sharp response on Zohran Mamdani's letter to Umar Khalid: ‘Expressing personal prejudices’,hindustantimes.com,2026-01-09,https://www.hindustantimes.com/india-news/meas-sharp-response-on-zohran-mamdanis-letter-to-umar-khalid-expressing-personal-prejudices-101767969083776.html,proximity,proximity_oil_seized,,,,india; indian_source,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,MP HC acquits 3 Lt Cols in 24-year-old 'oil corruption' case,indiatimes.com,2023-09-19,https://timesofindia.indiatimes.com/city/bhopal/mp-hc-acquits-3-lt-cols-in-24-year-old-oil-corruption-case/articleshow/103769942.cms,boolean,boolean_core_oils_fraud,,,,bhopal; india,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | excluded context: mawa,2,"MP: 300 Kgs Of 'Adulterated' Mawa Seized In Ujjain Ahead Of Diwali, Was Brought From Gujarat",freepressjournal.in,2024-10-25,https://www.freepressjournal.in/bhopal/mp-300-kgs-of-adulterated-mawa-seized-in-ujjain-ahead-of-diwali-was-brought-from-gujarat,boolean,boolean_core_oils_fraud,,adulterat,seize; seized,bhopal; gujarat; indian_source,mawa,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"MP: Ahead of Monsoon, Farmers Wait for Seeds Amid Growing Crisis",newsclick.in,2021-06-18,https://www.newsclick.in/MP-Ahead-Monsoon-Farmers-Wait-Seeds-Amid-Growing-Crisis,boolean,boolean_named_oils_fraud,,,,indian_source,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | excluded context: milk,2,"MP: Over 5500 ltr of adulterated milk seized from dairy in Bhind, case registered",freepressjournal.in,2022-08-23,https://www.freepressjournal.in/bhopal/mp-over-5500-ltr-of-adulterated-milk-seized-from-dairy-in-bhind-case-registered,boolean,boolean_core_oils_fraud,,adulterat,seize; seized,bhopal; indian_source,milk,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Madras HC stays suspension of Thoothukudi dist KFC outlet’s licence,newindianexpress.com,2024-07-20,https://www.newindianexpress.com/states/tamil-nadu/2024/Jul/20/madras-hc-stays-suspension-of-thoothukudi-dist-kfc-outlets-licence,proximity,proximity_edible_oil_food_safety,,,,india; indian_source; tamil nadu,,"(""edible oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Madras High Court Grants Interim Stay on Suspension of KFC Outlet License,indiatimes.com,2024-07-20,https://timesofindia.indiatimes.com/city/madurai/madras-high-court-grants-interim-stay-on-suspension-of-kfc-outlet-license/articleshow/111874068.cms,proximity,proximity_edible_oil_food_safety,,,,india,,"(""edible oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Maduro loyalists stage rally as Venezuelan government courts U.S.,thehindu.com,2026-01-11,https://www.thehindu.com/news/international/maduro-loyalists-stage-rally-as-venezuelan-government-courts-us/article70497005.ece,proximity,proximity_oil_seized,,,,indian_source,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"Maharashtra Elections 2024: Maratha-OBC Division Likely To Tilt Scales In Marathwada's Parli, Beed",freepressjournal.in,2024-10-28,https://www.freepressjournal.in/mumbai/maharashtra-elections-2024-maratha-obc-division-likely-to-tilt-scales-in-late-gopinath-mundes-hometown-parli-beed,boolean,boolean_named_oils_fraud,,,,indian_source; maharashtra; mumbai,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | excluded context: cheese,2,Maharashtra FDA launches inquiry against McDonald's for using fake cheese,opindia.com,2024-02-23,https://www.opindia.com/2024/02/maharashtra-fda-cracks-down-on-mcdonalds-for-using-fake-cheese/,boolean,boolean_core_oils_fraud,,fake,fda,india; indian_source; maharashtra,cheese,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"Maharashtra News Live Updates: State records 429 new Covid cases, 1 death in last 24 hours",indiatimes.com,2022-10-20,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-mumbai-news-live-updates-covid-weather-bmc-shiv-sena-uddhav-thackeray-eknath-shinde-bjp-fadnavis-october-20/liveblog/94976369.cms,boolean,boolean_core_oils_fraud,,,,india; maharashtra; mumbai,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Maharashtra News: Rural Development Minister Jaikumar Gore Announces Suspension Of 2 Engineers Over Irregular Payments,freepressjournal.in,2025-07-07,https://www.freepressjournal.in/mumbai/maharashtra-news-rural-development-minister-jaikumar-gore-announces-suspension-of-2-engineers-over-irregular-payments,boolean,boolean_core_oils_fraud,,,,indian_source; maharashtra; mumbai,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"Major Infra Push: Cabinet Approves Rs 12,236 Crore For Railway, Metro, Aviation Projects",news18.com,2026-02-24,https://www.news18.com/india/major-infra-push-cabinet-approves-rs-12236-crore-for-railway-metro-aviation-projects-ws-l-9927342.html,boolean,boolean_named_oils_fraud,,,,india; indian_source,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Makar Sankranti 2026: Astrological Relevance 5 Powerful Rituals for Prosperity,indiatimes.com,2026-01-13,https://timesofindia.indiatimes.com/astrology/others/makar-sankranti-2026-astrological-relevance-5-powerful-rituals-for-prosperity/articleshow/126496426.cms,boolean,boolean_named_oils_fraud,,,,india,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Make a splash with a skin-friendly Holi,newindianexpress.com,2025-03-10,https://www.newindianexpress.com/cities/delhi/2025/Mar/10/dd%7D%7D-97,boolean,boolean_named_oils_fraud,,,,delhi; india; indian_source,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Make your food count,newindianexpress.com,2021-07-06,https://www.newindianexpress.com/cities/delhi/2021/jul/06/make-your-food-count-2326160.html,boolean,boolean_core_oils_fraud,,,,delhi; india; indian_source,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Malvika Mohanan uses this secret face pack for glowing skin,indiatimes.com,2021-10-02,https://timesofindia.indiatimes.com/life-style/beauty/web-stories/malvika-mohanan-uses-this-secret-face-pack-for-glowing-skin/photostory/86701927.cms,boolean,boolean_named_oils_fraud,,,,india,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Man Duped Of 7.7l In ‘like- -earn’ Scam,indiatimes.com,2023-09-17,https://timesofindia.indiatimes.com/city/thane/man-duped-of-7-7l-in-like-earn-scam/articleshow/103724766.cms,proximity,proximity_mustard_oil_adulterated,,,,india,,"(""mustard oil adulterated""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Man arrested for grocery shop burglary in Rourkela,indiatimes.com,2025-10-06,https://timesofindia.indiatimes.com/city/bhubaneswar/man-arrested-for-grocery-shop-burglary-in-rourkela/articleshow/124345205.cms,proximity,proximity_mustard_oil_seized,,,,india,,"(""mustard oil seized""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Man arrested with 3.83 kg ganja in Hyderabad’s Kondapur,siasat.com,2026-04-25,https://www.siasat.com/man-arrested-with-3-83-kg-ganja-in-hyderabads-kondapur-3460139/,proximity,proximity_oil_seized,,,,hyderabad; indian_source,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Man arrested with cannabis oil worth ₹4.5 lakh by Madhapur police,thehindu.com,2026-03-21,https://www.thehindu.com/news/national/telangana/man-arrested-with-cannabis-oil-worth-45-lakh-by-madhapur-police/article70766514.ece,proximity,proximity_oil_seized,,,,indian_source; telangana,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Man arrested with narcotic substances,indiatimes.com,2026-05-08,https://timesofindia.indiatimes.com/city/kochi/man-arrested-with-narcotic-substances/articleshow/130917338.cms,proximity,proximity_oil_seized,,,,india; kochi,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Man held with MDMA and hashish oil,indiatimes.com,2026-04-17,https://timesofindia.indiatimes.com/city/kochi/man-held-with-mdma-and-hashish-oil/articleshow/130315715.cms,proximity,proximity_oil_seized,,,,india; kochi,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"Man stabs wife over suspicion, held",deccanchronicle.com,2025-03-12,https://www.deccanchronicle.com/southern-states/telangana/man-stabs-wife-over-suspicion-held-1866359,boolean,boolean_core_oils_fraud,,,,indian_source; telangana,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Managing Plastic Pollution: Know How This Tamil Nadu-Based Startup Is Creating Biodegradable Alternative To Plastic Bags,thelogicalindian.com,2022-07-27,https://thelogicalindian.com/sustainability/plastindia-by-kavitha-rajan-36724,boolean,boolean_core_oils_fraud,,,,india; tamil nadu,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Mandsaur: Food and Safety Administration intensifies checks on edible items,freepressjournal.in,2022-08-08,https://www.freepressjournal.in/indore/mandsaur-food-and-safety-administration-intensifies-checks-on-edible-items,boolean,boolean_core_oils_fraud,,,,indian_source; indore,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Mango Chicken Salad with Homemade Tropical Dressing: A Refreshing High-Protein Summer Fusion Lunch For Weight Loss,hindustantimes.com,2026-06-08,https://www.hindustantimes.com/health/mango-chicken-salad-with-homemade-tropical-dressing-a-refreshing-high-protein-summer-fusion-lunch-for-hot-sunny-days-101780914153996.html,boolean,boolean_named_oils_fraud,,,,indian_source,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"Mansaf, Maqluba to Kunafa, 10 must-try traditional Jordanian foods in 2025",india.com,2025-12-16,https://www.india.com/lifestyle/mansaf-maqluba-to-kunafa-10-must-try-traditional-jordanian-foods-in-2025-8231630/,boolean,boolean_named_oils_fraud,,,,india; indian_source,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Mapusa woman caught trying to sneak drugs into jail,indiatimes.com,2026-03-08,https://timesofindia.indiatimes.com/city/goa/mapusa-woman-caught-trying-to-sneak-drugs-into-jail/articleshow/129274740.cms,proximity,proximity_oil_seized,,,,goa; india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"Margashirsha Amavasya on November 30, 2024: Timings, Rituals and Significance",indiatimes.com,2024-11-29,https://timesofindia.indiatimes.com/religion/rituals-puja/margashirsha-amavasya-on-november-30-2024-timings-rituals-and-significance/articleshow/115794011.cms,boolean,boolean_named_oils_fraud,,,,india,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,"Marico witnesses faster recovery in consumer sentiment, strong Q3",business-standard.com,2021-01-04,https://www.business-standard.com/article/companies/marico-witnesses-faster-recovery-in-consumer-sentiment-strong-q3-121010400603_1.html,boolean,boolean_core_oils_fraud,,,,indian_source,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no adulteration/enforcement signal,2,Masaba Gupta's Healthy Toast Recipe Is The Perfect Breakfast For All Bread-Lovers,ndtv.com,2021-06-12,https://food.ndtv.com/news/love-toast-try-this-healthy-gluten-free-recipe-by-masaba-gupta-2462164,boolean,boolean_named_oils_fraud,,,,indian_source,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | excluded context: mawa; sweets,2,Massive Raids Uncover 10 Quintals of Contaminated Mawa and Sweets in Indore,indiatimes.com,2024-10-19,https://timesofindia.indiatimes.com/city/indore/massive-raids-uncover-10-quintals-of-contaminated-mawa-and-sweets-in-indore/articleshow/114380580.cms,boolean,boolean_named_oils_fraud,,contaminat,raid; raids,india; indore,mawa; sweets,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
