article_id,title,source,date,url,file_path,query_family,query_id,rule_candidate,oil_role,final_label,confidence,reason,evidence_phrase,edible_oil_terms,adulteration_action_terms,negative_terms,llm_label,llm_confidence,llm_reason,llm_model,query_used,crawl_priority
218,Noida: 500 kg fake paneer found before Diwali. Here's how to check the purity and what you can do to save yourself,indiatimes.com,2025-10-13,https://economictimes.indiatimes.com/news/india/noida-500-kg-fake-paneer-found-before-diwali-heres-how-to-check-the-purity-and-what-you-can-do-to-save-yourself/articleshow/124524319.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Noida: 500 kg fake paneer found before Diwali. Here's how to check the purity and what you can do to save yourself https://economictimes.indiatimes.com/news/i,,fake,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
219,"FSDA cracks down on food adulteration, seizes goods worth over ₹1 cr",hindustantimes.com,2025-10-13,https://www.hindustantimes.com/cities/lucknow-news/fsda-cracks-down-on-food-adulteration-seizes-goods-worth-over-1-cr-101760295421119.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"FSDA cracks down on food adulteration, seizes goods worth over ₹1 cr https://www.hindustantimes.com/cities/lucknow-news/fsda-cracks-down-on-food-adulteration-seizes-goods-worth-",,adulteration; FSDA,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1309,550 kg of fake paneer seized in Noida: 5 non-dairy paneer alternatives to try,indiatimes.com,2025-10-13,https://timesofindia.indiatimes.com/life-style/food-news/550-kg-of-fake-paneer-seized-in-noida-5-non-dairy-paneer-alternatives-to-try/articleshow/124535231.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,550 kg of fake paneer seized in Noida: 5 non-dairy paneer alternatives to try https://timesofindia.indiatimes.com/life-style/food-news/550-kg-of-fake-pane,,fake; seized,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1310,"On the cough syrup row, we need to zoom out — and look at commercial drivers",indianexpress.com,2025-10-13,https://indianexpress.com/article/opinion/columns/on-the-cough-syrup-row-we-need-to-zoom-out-10304445/,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
4702,"Delhi Police bust counterfeit engine oil manufacturing, packaging unit",mid-day.com,2025-10-13,https://www.mid-day.com/news/india-news/article/delhi-police-bust-counterfeit-engine-oil-manufacturing-packaging-unit-23598506,,proximity,proximity_oil_seized,False,non_food_oil,irrelevant,0.95,Non-food oil context dominates and no edible-oil product term is present.,"Delhi Police bust counterfeit engine oil manufacturing, packaging unit https://www.mid-day.com/news/india-news/article/delhi-police-bust-counterfeit-engine-oil-manufacturing-packag",,,engine oil,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
220,Deep cleaning for Diwali? Nutritionist shares 7 kitchen items to get rid of that are silently harming your health,hindustantimes.com,2025-10-12,https://www.hindustantimes.com/lifestyle/health/deep-cleaning-for-diwali-nutritionist-shares-7-kitchen-items-to-get-rid-of-that-are-silently-harming-your-health-101760186828101.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
221,"Flies hovering on them, 145kg rasgullas destroyed by food safety officials in Noida",indiatimes.com,2025-10-12,https://timesofindia.indiatimes.com/city/noida/flies-hovering-on-them-145kg-rasgullas-destroyed-by-food-safety-officials-in-noida/articleshow/124489677.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"Flies hovering on them, 145kg rasgullas destroyed by food safety officials in Noida https://timesofindia.indiatimes.com/city/noida/flies-hovering-on-them-145kg-rasgullas-destroyed-by-food-safety-officials",,food safety,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
222,drain cleaning: Homeowners urged to pour vinegar down drains this October to fight weather damage,indiatimes.com,2025-10-12,https://economictimes.indiatimes.com/news/international/us/homeowners-urged-to-pour-vinegar-down-drains-this-october-to-fight-weather-damage-heres-the-logic/articleshow/124489136.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1314,Pre-Diwali crackdown on food adulteration in Lucknow,hindustantimes.com,2025-10-10,https://www.hindustantimes.com/cities/lucknow-news/prediwali-crackdown-on-food-adulteration-in-lucknow-101760112550766.html,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Pre-Diwali crackdown on food adulteration in Lucknow https://www.hindustantimes.com/cities/lucknow-news/prediwali-crackdown-on-food-adulteration-in-lucknow-101760112550766.html,,adulteration; crackdown,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1315,Coconut oil vs. Castor oil for eyelashes and eyebrows: Which works best for growth,indiatimes.com,2025-10-10,https://timesofindia.indiatimes.com/life-style/beauty/coconut-oil-vs-castor-oil-for-eyelashes-and-eyebrows-which-works-best-for-growth/articleshow/124445700.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Coconut oil vs. Castor oil for eyelashes and eyebrows: Which works best for growth https://timesofindia.indiatimes.com/life-style/beauty/coconut-oil-vs,coconut oil,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1316,"350kg paneer, 650kg milk cake destroyed in Jaipur ahead of Diwali for suspected adulteration",indiatimes.com,2025-10-10,https://timesofindia.indiatimes.com/city/jaipur/350kg-paneer-650kg-milk-cake-destroyed-in-jaipur-ahead-of-diwali-for-suspected-adulteration/articleshow/124434918.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"350kg paneer, 650kg milk cake destroyed in Jaipur ahead of Diwali for suspected adulteration https://timesofindia.indiatimes.com/city/jaipur/350kg-paneer-650kg-milk-cake-destroyed-in-jaipur-ahead-of-diwali-for-suspected-adulteration",,adulteration,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
226,FDA seizes untested soyabean oil,indiatimes.com,2025-10-09,https://timesofindia.indiatimes.com/city/nagpur/fda-seizes-untested-soyabean-oil/articleshow/124398090.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,FDA seizes untested soyabean oil https://timesofindia.indiatimes.com/city/nagpur/fda-seizes-untested-soyabean-oil/articleshow/124398090.cms,,FDA,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1317,3 chef-approved Italian recipes to make this weekend feel deliciously productive,hindustantimes.com,2025-10-09,https://www.hindustantimes.com/lifestyle/recipe/3-chef-approved-italian-recipes-to-make-this-weekend-feel-deliciously-productive-101760017679512.html,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1319,"6 health issues behind dry, cracked fingertips and how to treat them",indiatimes.com,2025-10-09,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/6-health-issues-behind-dry-cracked-fingertips-and-how-to-treat-them/articleshow/124395536.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1320,Healthy aging starts at dinner: Experts list 25 meals that boost longevity,indiatimes.com,2025-10-09,https://economictimes.indiatimes.com/news/international/us/healthy-aging-starts-at-dinner-experts-list-25-meals-that-boost-longevity/articleshow/124397541.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
225,Food dept destroys substandard cheese,indiatimes.com,2025-10-08,https://timesofindia.indiatimes.com/city/kanpur/food-dept-destroys-substandard-cheese/articleshow/124395829.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Food dept destroys substandard cheese https://timesofindia.indiatimes.com/city/kanpur/food-dept-destroys-substandard-cheese/articleshow/124395829.cms,,substandard,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
4708,Drugs Worth Rs 23.08 cr Seized Under 3 PS Limits in Bengaluru,deccanchronicle.com,2025-10-08,https://www.deccanchronicle.com/southern-states/karnataka/drugs-worth-rs-2308-cr-seized-under-3-ps-limits-in-bengaluru-1908750,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Drugs Worth Rs 23.08 cr Seized Under 3 PS Limits in Bengaluru https://www.deccanchronicle.com/southern-states/karnataka/drugs-worth-rs-2308-cr-seized-under-3-ps-limits-in,,seized,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
227,Last chance for India’s cotton farmers,thehindubusinessline.com,2025-10-07,https://www.thehindubusinessline.com/economy/agri-business/last-chance-for-indias-cotton-farmers/article70133941.ece,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1321,Want heavy hair growth? Mix these 5 things with Chia Seeds,indiatimes.com,2025-10-07,https://timesofindia.indiatimes.com/life-style/beauty/want-heavy-hair-growth-mix-these-5-things-with-chia-seeds/articleshow/124369073.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3593,Man arrested for grocery shop burglary in Rourkela,indiatimes.com,2025-10-06,https://timesofindia.indiatimes.com/city/bhubaneswar/man-arrested-for-grocery-shop-burglary-in-rourkela/articleshow/124345205.cms,,proximity,proximity_mustard_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""mustard oil seized""~10 AND language:en) AND NOT (ghee OR vanaspati)",drop
4709,Prabowo Tells Army to Guard Raw Resources From Foreign Groups,livemint.com,2025-10-05,https://www.livemint.com/politics/prabowo-tells-army-to-guard-raw-resources-from-foreign-groups-11759638297240.html,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
228,"Rotten Chicken, Filthy Kitchen': Shocking Allegations Against KFC Outlet In Bengaluru",freepressjournal.in,2025-10-04,https://www.freepressjournal.in/viral/rotten-chicken-filthy-kitchen-shocking-allegations-against-kfc-outlet-in-bengaluru-video,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1322,Telangana HC Quashes Forest Officer’s Removal From Service,deccanchronicle.com,2025-10-04,https://www.deccanchronicle.com/southern-states/telangana/telangana-hc-quashes-forest-officers-removal-from-service-1907852,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
4710,"Bad news for Modi govt, India's close ally detains oil tanker linked to Russia’s shadow fleet, 100000 tonnes of Ural oil to..., country is...",india.com,2025-10-04,https://www.india.com/news/world/bad-news-for-modi-govt-indias-close-ally-detains-oil-tanker-linked-to-russias-shadow-fleet-boracay-likely-loaded-100000-tons-of-urals-crude-oil-russias-primorsk-port-near-finland-country-is-france-8112724/,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
1323,Sweet Relief: How Honey Can Keep You Healthy and Comforted During the Monsoon,thehansindia.com,2025-10-03,https://www.thehansindia.com/life-style/sweet-relief-how-honey-can-keep-you-healthy-and-comforted-during-the-monsoon-1011563,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
4711,"UPSC Daily News Summaries: Essential Current Affairs, Key Issues and Important Updates for Civil Services",hindustantimes.com,2025-10-03,https://www.hindustantimes.com/education/upsc-daily-news-summaries-essential-current-affairs-key-issues-and-important-updates-for-civil-services-101759463512836.html,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
4712,"Vladimir Putin at Valdai Discussion Club: Russian President quotes on paper tigers, Trump, NATO, oil and Ukraine",thehindu.com,2025-10-03,https://www.thehindu.com/news/international/vladimir-putin-at-valdai-discussion-club-russian-president-quotes-on-paper-tigers-trump-nato-oil-and-ukraine/article70119956.ece,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
4713,"Putin blames Europe for Ukraine escalation, attacks Trump on US tariffs",hindustantimes.com,2025-10-03,https://www.hindustantimes.com/world-news/putin-blames-europe-for-ukraine-escalation-attacks-trump-on-us-tariffs-top-quotes-101759430112276.html,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
1324,How to consume Chia Seeds in the morning for amazing hair growth,indiatimes.com,2025-10-02,https://timesofindia.indiatimes.com/life-style/beauty/how-to-consume-chia-seeds-in-the-morning-for-amazing-hair-growth/photostory/124276443.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
4714,"France intercepts oil tanker linked to Russia’s shadow fleet carrying oil to India, says tanker had...,Indian crude oil from Russia...",india.com,2025-10-02,https://www.india.com/news/world/france-intercepts-oil-tanker-boracay-linked-to-russias-shadow-fleet-carrying-oil-to-india-report-indian-crude-oil-8110341/,,proximity,proximity_oil_seized,False,non_food_oil,irrelevant,0.95,Non-food oil context dominates and no edible-oil product term is present.,"ercepts oil tanker linked to Russia’s shadow fleet carrying oil to India, says tanker had...,Indian crude oil from Russia... https://www.india.com/news/world/france-intercepts-oil-tanker-boracay-linked-to-russias-shadow-fleet-carrying-oil-to-india-r",,,crude oil,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
4715,Strategic need to raise oil output,financialexpress.com,2025-09-30,https://www.financialexpress.com/opinion/strategic-need-to-raise-oil-output/3994913/,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
1325,"Raids at 8 shops in Gurgaon, 16 food samples seized, sent for tests",indiatimes.com,2025-09-29,https://timesofindia.indiatimes.com/city/gurgaon/raids-at-8-shops-in-gurgaon-16-food-samples-seized-sent-for-tests/articleshow/124199612.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"Raids at 8 shops in Gurgaon, 16 food samples seized, sent for tests https://timesofindia.indiatimes.com/city/gurgaon/raids-at-8-shops-in-gurgaon-16-food-samples-seized-sent-for-tests/articles",,seized,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
4716,11 held for running racket selling fake sexual performance drugs via social media,hindustantimes.com,2025-09-29,https://www.hindustantimes.com/cities/gurugram-news/11-held-for-running-racket-selling-fake-sexual-performance-drugs-via-social-media-101759083335238.html,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,11 held for running racket selling fake sexual performance drugs via social media https://www.hindustantimes.com/cities/gurugram-news/11-held-for-running-racket-selling-fake-sexua,,fake,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
4717,"55,050 kg of sesame seeds seized in Virudhunagar",thehindu.com,2025-09-28,https://www.thehindu.com/news/cities/Madurai/55050-kg-of-sesame-seeds-seized-in-virudhunagar/article70104593.ece,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"55,050 kg of sesame seeds seized in Virudhunagar https://www.thehindu.com/news/cities/Madurai/55050-kg-of-sesame-seeds-seized-in-virudhunagar/article70104593.ece",,seized,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
