keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context,source_round_number,next_round_target,keyword_source_scope,keyword_source_article_count,example_article_id,example_domain,example_source,example_publication_date,example_human_label,example_word_count
author alok ranjan,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of li...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
beyond economic,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth India's big securit...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
beyond economic output,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth India's big securities fra...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
chief secretary,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on h...,1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
development journey,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
development journey must,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growt...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
economic output,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"...Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth India's big securities fra...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
former uttar,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond econo...,1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
inclusive growth,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"...nt journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth India's big securities fraud charge was built by comparing a gold refinery's gross sales turnover to its proc...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
journey must,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growt...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
journey must move,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth Ind...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
move beyond,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth India's bi...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
move beyond economic,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth India's big securit...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
must move,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth Ind...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
must move beyond,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, education, healthcare and inclusive growth India's bi...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
pradesh chief,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to...,1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
pradesh chief secretary,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on h...,1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
ranjan argues,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, edu...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
april as the country,yake,1,0.333333,3,3,0.0,0.01873,0.001351,0.014286,0.040361,other_candidate,drop,outside edible-oil/adulteration domain,98,India's palm oil imports in May surge to 7 month high despite Indonesia's ban - BusinessToday,https://www.businesstoday.in/latest/story/indias-palm-oil-imports-in-may-surge-to-7-month-high-despite-indonesias-ban-336438-2022-06-06?utm_source=rssfeed,"India's palm oil exports in May were its highest in seven months and up 15% on April as the country overcame curbs on Indonesian exports by sourcing more of the commodity from Malaysia, Thailand and Papua New...",1,2,human_irrelevant_articles_only,210,b06fa32f-74f1-4ba7-8142-f8d74c6696f4,businesstoday.in,businesstoday.in,2022-06-06,irrelevant,301
month following the ukraine,yake,1,0.333333,1,1,0.0,0.019836,0.00045,0.004762,0.039074,other_candidate,drop,outside edible-oil/adulteration domain,51,Edible oil prices in India to surge as Indonesia to ban palm oil exports | Today News,https://www.livemint.com/news/india/edible-oil-prices-in-india-to-surge-as-indonesia-to-halt-palm-oil-exports-11650684747240.html,"...ery month for India. Experts said that India’s sunflower oil supplies had halved to nearly 100,000 tonnes per month following the Ukraine war and this could make things worse for households. Meanwhile, India's wholesale inflation, which has remain...",1,2,human_irrelevant_articles_only,210,bea0f119-e7c1-43f9-9501-2561e5633932,livemint.com,livemint.com,2022-04-23,irrelevant,306
oil through the ports,yake,1,0.333333,1,1,0.0,0.01941,0.00045,0.004762,0.038968,other_candidate,drop,low score or outside edible-oil/adulteration scope,191,Ban on palm oil import through Kerala ports bleeds consumers       ,https://www.thehindu.com/news/national/kerala/ban-on-palm-oil-import-through-kerala-ports-bleeds-consumers/article65504468.ece,"...ation to Minister for Commerce Piyush Goyal requesting to lift the restrictions imposed on the import of palm oil through the ports in Kerala. Published - June 07, 2022 09:22 pm IST",1,2,human_irrelevant_articles_only,210,1d1352d8-45e7-40b2-8231-fd61a3e8ef39,thehindu.com,thehindu.com,2022-06-07,irrelevant,389
oil in the southeast,yake,1,0.333333,1,1,0.0,0.016932,0.00045,0.004762,0.038348,other_candidate,drop,low score or outside edible-oil/adulteration scope,58,Edible oil prices may rise 15-20% as Indonesia bans palm oil exports,https://www.financialexpress.com/market/commodities/edible-oil-prices-may-rise-15-20-as-indonesia-bans-palm-oil-exports/2502078/,"...until further orders. The decision comes in the wake of a severe shortage and skyrocketing prices for edible oil in the southeast Asian nation. The retail price of cooking oil in Indonesia averages at 26,436 rupiahs ($1.84) per litre, up m...",1,2,human_irrelevant_articles_only,210,e954a849-517b-42d9-a7e5-dda3b7a58cb9,financialexpress.com,financialexpress.com,2022-04-25,irrelevant,626
cent of the export,yake,1,0.333333,1,1,0.0,0.016917,0.00045,0.004762,0.038344,other_candidate,drop,outside edible-oil/adulteration domain,72,Edible oil industry readies for tough time over Indonesian ban on exports,https://indianexpress.com/article/cities/pune/edible-oil-industry-readies-for-tough-time-over-indonesian-ban-on-exports-7892515/,"...rt taken by the Indonesian government to control domestic oil inflation. Earlier, it had mandated that 30 per cent of the export quota should be sold domestically. Increased fuel prices have led to rising demand for palm oil for the manuf...",1,2,human_irrelevant_articles_only,210,146e2ef6-256d-4381-b9f3-1e3324ea4961,indianexpress.com,indianexpress.com,2022-04-29,irrelevant,648
consumers get the cooking,yake,1,0.333333,1,1,0.0,0.016758,0.00045,0.004762,0.038305,other_candidate,drop,low score or outside edible-oil/adulteration scope,72,Edible oil industry readies for tough time over Indonesian ban on exports,https://indianexpress.com/article/cities/pune/edible-oil-industry-readies-for-tough-time-over-indonesian-ban-on-exports-7892515/,"...s including CPO and RBP palm oil also. According to agency reports, this was done mainly to ensure Indonesian consumers get the cooking fat at a reasonable price. Indonesia is the world’s largest producer and exporter of palm oil in the world pr...",1,2,human_irrelevant_articles_only,210,146e2ef6-256d-4381-b9f3-1e3324ea4961,indianexpress.com,indianexpress.com,2022-04-29,irrelevant,648
oil to the country,yake,1,0.333333,1,1,0.0,0.016475,0.00045,0.004762,0.038234,other_candidate,drop,low score or outside edible-oil/adulteration scope,188,Indonesia’s move to revoke palm oil export ban comes with a rider,https://www.thehindubusinessline.com/economy/agri-business/indonesias-move-to-revoke-palm-oil-export-ban-comes-with-a-rider/article65439370.ece,"...Indonesia’s DMO policy will be to ensure that at least 10 million tonnes would be supplied to ensure cooking oil to the country’s vulnerable citizens. Hameed said Indonesia planned to open at least 10,000 outlets to sell cooking oil at d...",1,2,human_irrelevant_articles_only,210,d3b8b5ac-f9f9-4fa9-8fec-dd3d916516cf,thehindubusinessline.com,thehindubusinessline.com,2022-05-20,irrelevant,745
consumers on the edible,yake,1,0.333333,1,1,0.0,0.014214,0.00045,0.004762,0.037669,other_candidate,drop,low score or outside edible-oil/adulteration scope,164,Tough times ahead for Indian edible oil consumers as Indonesia bans export of edible oils,https://www.thehindubusinessline.com/economy/agri-business/tough-times-ahead-for-indian-edible-oil-consumers-as-indonesia-bans-export-of-edible-oils/article65345290.ece,"There appears to be no respite for the Indian consumers on the edible oil front. Consumers should brace themselves for difficult times ahead, as Indonesia, India’s main source of...",1,2,human_irrelevant_articles_only,210,c7dd7e9f-01b8-4484-9e9e-c1149850ed73,thehindubusinessline.com,thehindubusinessline.com,2022-04-22,irrelevant,442
cent of their export,yake,1,0.333333,1,1,0.0,0.01325,0.00045,0.004762,0.037428,other_candidate,drop,outside edible-oil/adulteration domain,188,Indonesia’s move to revoke palm oil export ban comes with a rider,https://www.thehindubusinessline.com/economy/agri-business/indonesias-move-to-revoke-palm-oil-export-ban-comes-with-a-rider/article65439370.ece,"...sked to build a cooking oil buffer stock, he said. Earlier, palm oil producers were required to supply 20 per cent of their export volumes as part of DMO. Later, the percentage was increased to 30 per cent. The announcement on DMO pushed up...",1,2,human_irrelevant_articles_only,210,d3b8b5ac-f9f9-4fa9-8fec-dd3d916516cf,thehindubusinessline.com,thehindubusinessline.com,2022-05-20,irrelevant,745
state and the union,yake,1,0.333333,1,1,0.0,0.010938,0.00045,0.004762,0.03685,other_candidate,drop,outside edible-oil/adulteration domain,198,"Ban import of palm oil, demand Tiruppur ryots",https://www.newindianexpress.com/states/tamil-nadu/2024/Mar/18/ban-import-of-palm-oil-demand-tiruppur-ryots,...hroughout the country and the price of copra has dropped to Rs 10. The protesting farmers claimed that if the State and the Union government procured coconut oil and other crops through cooperative departments and civil supplies department...,1,2,human_irrelevant_articles_only,210,854d5cc4-0251-4235-9c70-f2a0656f9c9a,newindianexpress.com,newindianexpress.com,2024-03-18,irrelevant,165
catch all the business,yake,1,0.333333,8,4,0.0,0.0,0.003604,0.019048,0.036731,other_candidate,drop,outside edible-oil/adulteration domain,18,"Maharashtra FDA cracks down on McDonald's, catches fast food major using cheap vegetable oil in place of cheese",https://economictimes.indiatimes.com/industry/cons-products/food/maha-fda-cracks-down-on-mcdonalds-catches-fast-food-major-using-cheap-vegetable-oil-in-place-of-cheese/articleshow/107934081.cms,"...a cut of over 2 per cent while the benchmark indices ended muted with a negative bias. With inputs from TOI (Catch all the Business News, Breaking News and Latest News Updates on The Economic Times.) Subscribe to The Economic Times Prime and...",1,2,human_irrelevant_articles_only,210,ff36bc45-8e01-4283-9969-7759db5eb370,economictimes.indiatimes.com,indiatimes.com,2024-02-23,irrelevant,372
prices will be high,yake,1,0.333333,1,1,0.0,0.010438,0.00045,0.004762,0.036725,other_candidate,drop,outside edible-oil/adulteration domain,61,How Indonesia's ban on palm oil exports will hurt us | Stock Market News,https://www.livemint.com/market/how-indonesia-s-ban-on-palm-oil-exports-hurts-us-11650906583398.html,"...ediate solution is going to be a challenge. Experts said even if India manages to find an alternative source, prices will be high as a major exporter is now out of the calculation. The industry expects India to engage with Indonesia on an...",1,2,human_irrelevant_articles_only,210,cc6014f7-4668-4a86-a4cd-25ef9cd03ed7,livemint.com,livemint.com,2022-04-25,irrelevant,512
prices were already high,yake,1,0.333333,1,1,0.0,0.010294,0.00045,0.004762,0.036689,other_candidate,drop,outside edible-oil/adulteration domain,58,Edible oil prices may rise 15-20% as Indonesia bans palm oil exports,https://www.financialexpress.com/market/commodities/edible-oil-prices-may-rise-15-20-as-indonesia-bans-palm-oil-exports/2502078/,"...plies were hit due to the Russia-Ukraine war. Now if palm oil supply is disrupted then prices will skyrocket. Prices were already high and Indonesia’s decision will add to the pressure and hurt supplies,” he said. Indonesia produces 48 million...",1,2,human_irrelevant_articles_only,210,e954a849-517b-42d9-a7e5-dda3b7a58cb9,financialexpress.com,financialexpress.com,2022-04-25,irrelevant,626
year and the price,yake,1,0.333333,1,1,0.0,0.010272,0.00045,0.004762,0.036683,other_candidate,drop,outside edible-oil/adulteration domain,203,Kerala ports lose out as palm oil import ban completes 17 years,https://www.newindianexpress.com/states/kerala/2024/Jul/30/kerala-ports-lose-out-as-palm-oil-import-ban-completes-17-years-4,...sily from there through the road network. Kerala is estimated to consume over 2.5 lakh tonnes of palm oil per year and the price difference between the coconut oil and palm oil make the road transportation an attractive option for importe...,1,2,human_irrelevant_articles_only,210,344cf1ce-154f-4e2d-a40b-cfb847f0c946,newindianexpress.com,newindianexpress.com,2024-07-30,irrelevant,601
products such as cooking,yake,1,0.333333,1,1,0.0,0.009944,0.00045,0.004762,0.036601,other_candidate,drop,low score or outside edible-oil/adulteration scope,25,"Food safety scandal: Fuel tanker trucks used to transport cooking oil in China, suggests report - Times of India",https://timesofindia.indiatimes.com/world/china/food-safety-scandal-fuel-tanker-trucks-used-to-transport-cooking-oil-in-china-suggests-report/articleshow/111628414.cms,"...ijing News, a local daily, reported last week that Sinograin's fuel tankers were discovered transporting food products such as cooking oil, soybean oil, and syrup without properly cleaning the tankers between shipments. In response to the alleg...",1,2,human_irrelevant_articles_only,210,e3df64bc-e1ed-4c2f-bd66-0cb0385c9469,timesofindia.indiatimes.com,indiatimes.com,2024-07-10,irrelevant,346
oil in a securities,yake,1,0.333333,1,1,0.0,0.009246,0.00045,0.004762,0.036427,other_candidate,drop,low score or outside edible-oil/adulteration scope,55,"From spreads to shampoo, Indonesia's palm oil ban will rattle your everyday life",https://economictimes.indiatimes.com/small-biz/trade/exports/insights/from-spreads-to-shampoo-indonesias-palm-oil-ban-will-rattle-your-everyday-life/articleshow/91066437.cms,"...and Indonesia. MONDELEZ INTERNATIONAL The Oreo cookie maker said that it purchases “large quantities” of palm oil in a securities filing. It accounts for 0.5% of palm oil consumption globally, according to its website. Danone said it purch...",1,2,human_irrelevant_articles_only,210,316bb4c8-f625-412c-a5d4-a15bd89507e0,economictimes.indiatimes.com,indiatimes.com,2022-04-25,irrelevant,357
chaturvedi said that prices,yake,1,0.333333,1,1,0.0,0.008854,0.00045,0.004762,0.036329,other_candidate,drop,outside edible-oil/adulteration domain,91,"Indonesia to lift palm oil export ban, likely giving India 'big relief'",https://www.rediff.com/business/report/indonesia-to-lift-palm-oil-export-ban-likely-giving-india-big-relief/20220520.htm,"...ailand,” Atul Chaturvedi, president of Solvent Extractors Association (SEA) of India, told Business Standard. Chaturvedi said that prices will soften also because in summers usually demand for edible oil goes down as consumption of fried foods is...",1,2,human_irrelevant_articles_only,210,e54ea4c9-acc0-4429-8453-1c3015aae3f5,rediff.com,rediff.com,2022-05-20,irrelevant,555
oil in the country,yake,1,0.333333,3,3,0.0,0.0,0.001351,0.014286,0.035679,other_candidate,drop,low score or outside edible-oil/adulteration scope,50,Cooking Oil Prices May Increase In India Amid Indonesia's Palm Oil Export Ban,https://www.india.com/business/cooking-oil-prices-india-may-increase-indonesia-palm-oil-export-ban-5354193/,"...I will continue to monitor and evaluate the implementation of this policy so that the availability of cooking oil in the country is abundant and at an affordable price,” Widodo said. The announcement came three days after the Attorney Gen...",1,2,human_irrelevant_articles_only,210,d8128106-484c-4038-98df-cede3abd3b43,india.com,india.com,2022-04-23,irrelevant,257
director b v mehta,yake,1,0.333333,2,2,0.0,0.0,0.000901,0.009524,0.034897,other_candidate,drop,outside edible-oil/adulteration domain,40,"Sebi bans launch of new derivative contracts of crude palm oil, few other agri commodities",https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,"...oils, basic metals, crude petroleum and natural gas. Solvent Extractors Association of India (SEA) Executive Director B V Mehta said the government was compelled to suspend futures tradings in some farm commodities because of the high pr...",1,2,human_irrelevant_articles_only,210,ec80beb1-bbc7-4489-88d9-94cbc3ee3c41,financialexpress.com,financialexpress.com,2021-12-20,irrelevant,595
farmers since the ban,yake,1,0.333333,2,2,0.0,0.0,0.000901,0.009524,0.034897,enforcement/evidence,drop,weak domain term below threshold,84,Indonesia to lift palm oil export ban from Monday | Stock Market News,https://www.livemint.com/market/commodities/indonesia-to-lift-palm-oil-export-ban-from-monday-president-joko-widodo-11652955600773.html,"...peratives. APKASINDO estimates at least 25% of palm oil mills have stopped buying palm fruit from independent farmers since the ban started, indicating storage tanks are filling up at mills.",1,2,human_irrelevant_articles_only,210,d1b43679-05cc-482c-8fc6-87f75affa103,livemint.com,livemint.com,2022-05-19,irrelevant,333
hartarto said on friday,yake,1,0.333333,2,2,0.0,0.0,0.000901,0.009524,0.034897,other_candidate,drop,outside edible-oil/adulteration domain,88,Indonesia to reimpose local palm oil sales rule as it ends export ban - BusinessToday,https://www.businesstoday.in/latest/policy/story/indonesia-to-reimpose-local-palm-oil-sales-rule-as-it-ends-export-ban-334387-2022-05-20?utm_source=rssfeed,"...ns well above the government's target of 14,000 rupiahs (96 U.S. cents) per liter. Economy minister Airlangga Hartarto said on Friday the government will impose a Domestic Market Obligation (DMO) on palm oil to ensure 10 million tonnes of cook...",1,2,human_irrelevant_articles_only,210,0441a1b3-6b46-4ffe-9233-43f000651d4b,businesstoday.in,businesstoday.in,2022-05-20,irrelevant,557
nadu and other states,yake,1,0.333333,2,2,0.0,0.0,0.000901,0.009524,0.034897,other_candidate,drop,outside edible-oil/adulteration domain,198,"Ban import of palm oil, demand Tiruppur ryots",https://www.newindianexpress.com/states/tamil-nadu/2024/Mar/18/ban-import-of-palm-oil-demand-tiruppur-ryots,"...fined palm oil are imported every year from Malaysia and are widely distributed in all the PDS shops in Tamil Nadu and other states. However, coconut trees are grown throughout the country and the price of copra has dropped to Rs 10. The pro...",1,2,human_irrelevant_articles_only,210,854d5cc4-0251-4235-9c70-f2a0656f9c9a,newindianexpress.com,newindianexpress.com,2024-03-18,irrelevant,165
supply of the edible,yake,1,0.333333,2,2,0.0,0.0,0.000901,0.009524,0.034897,other_candidate,drop,low score or outside edible-oil/adulteration scope,55,"From spreads to shampoo, Indonesia's palm oil ban will rattle your everyday life",https://economictimes.indiatimes.com/small-biz/trade/exports/insights/from-spreads-to-shampoo-indonesias-palm-oil-ban-will-rattle-your-everyday-life/articleshow/91066437.cms,"Indonesia counts for more than half of the global supply of the edible oil, which is used in everything from cakes, chocolate, margarine and frying fats to cosmetics, soap, shampoo...",1,2,human_irrelevant_articles_only,210,316bb4c8-f625-412c-a5d4-a15bd89507e0,economictimes.indiatimes.com,indiatimes.com,2022-04-25,irrelevant,357
trade on the commodities,yake,1,0.333333,2,2,0.0,0.0,0.000901,0.009524,0.034897,other_candidate,drop,outside edible-oil/adulteration domain,53,India’s edible oil prices may rise due to Indonesia’s export ban on palm oil,https://www.siasat.com/indias-edible-oil-prices-may-rise-due-to-indonesias-export-ban-on-palm-oil-2314604/,"...on by that government. I am sure; they would reverse the decision in about 10-15 days.” Even when there is no trade on the commodities exchange over the weekend, the palm oil prices have already shown an increase of Rs 3,000-5,000. “The market...",1,2,human_irrelevant_articles_only,210,df9da125-a8ba-4c55-9493-981b9f694195,siasat.com,siasat.com,2022-04-24,irrelevant,480
administration said on tuesday,yake,1,0.333333,1,1,0.0,0.0,0.00045,0.004762,0.034115,other_candidate,drop,outside edible-oil/adulteration domain,23,"US FDA to ban use of brominated vegetable oil in food, soda",https://indianexpress.com/article/world/us-fda-to-ban-use-of-brominated-vegetable-oil-in-food-soda-9429422/,"The U.S. Food and Drug Administration said on Tuesday it would revoke the regulation that authorized the use of brominated vegetable oil in food items, effective A...",1,2,human_irrelevant_articles_only,210,e5fa55d5-8bd5-49c9-b471-b8f0e3d4d6b8,indianexpress.com,indianexpress.com,2024-07-03,irrelevant,386
