corpus,food_pool,cause,cause_role,effect,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Milk,adulterated items,adulterant,cancerous effect,1,1,0.9,https://www.newsclick.in/jharkhand-budget-2021%E2%80%9322-cow-cemetery-mining-saga-ambiguity-contradictions,adulterated items have a cancerous effect
News,Milk,cancerous effect,other,chroniceffect,1,1,0.8,https://www.newsclick.in/jharkhand-budget-2021%E2%80%9322-cow-cemetery-mining-saga-ambiguity-contradictions,gradual impairment of the body
News,Milk,protein supplements,other,intestinal inflammation,1,1,0.85,https://www.newindianexpress.com/cities/hyderabad/2025/Dec/10/is-your-protein-safe,Toxins produced during protein metabolism can cause intestinal inflammation
News,Milk,colon cancer,other,fflo chroniceffect,1,1,0.9,https://www.newindianexpress.com/cities/hyderabad/2025/Dec/10/is-your-protein-safe,Excessive use may be associated with an elevated risk of colon cancer
News,Milk,heavy metals,adulterant,neurological problems,1,1,0.9,https://www.newindianexpress.com/cities/hyderabad/2025/Dec/10/is-your-protein-safe,"Heavy metals including lead, cadmium, arsenic, and mercury are found in many packaged protein supplements. These can accumulate in the body, leading to neurological problems"
News,Milk,heavy metals,adulterant,kidney issues,1,1,0.9,https://www.newindianexpress.com/cities/hyderabad/2025/Dec/10/is-your-protein-safe,"leading to neurological problems, kidney issues"
News,Milk,poisoning of newborn,other,acuteeffect,1,1,0.9,https://timesofindia.indiatimes.com/city/kolkata/jhargrams-agnikanya-8-day-old-poisoned-by-grandma-survives-infanticide-bid/articleshow/125336762.cms,respiratory attacks and seizures
News,Milk,skin illnesses,other,fflo acuteeffect,1,1,0.85,https://www.hindustantimes.com/india-news/election-pincode-it-s-poll-time-for-ghaziabad-amid-bad-air-in-the-shadow-of-a-garbage-mound-101712170364391.html,skin and eye illnesses in the short term
News,Milk,eye illnesses,other,fflo acuteeffect,1,1,0.85,https://www.hindustantimes.com/india-news/election-pincode-it-s-poll-time-for-ghaziabad-amid-bad-air-in-the-shadow-of-a-garbage-mound-101712170364391.html,eye illnesses in the short term
News,Milk,ultra processed foods,other,metabolic syndrome,1,1,0.85,https://www.dnaindia.com/health/report-zee-media-zara-sochiye-campaign-makes-you-think-about-food-adulteration-not-once-but-twice-3200012,Long-term consumption is strongly associated with: • Metabolic syndrome
News,Milk,ultra processed foods,other,inflammation,1,1,0.85,https://www.dnaindia.com/health/report-zee-media-zara-sochiye-campaign-makes-you-think-about-food-adulteration-not-once-but-twice-3200012,much of what we consume today carries inflammation
News,Milk,industrial food formulations,other,metabolic disruption,1,1,0.85,https://www.dnaindia.com/health/report-zee-media-zara-sochiye-campaign-makes-you-think-about-food-adulteration-not-once-but-twice-3200012,Industrial food formulations act as endocrine and metabolic disruptors
News,Milk,inflammation,other,ncds,1,1,0.9,https://www.dnaindia.com/health/report-zee-media-zara-sochiye-campaign-makes-you-think-about-food-adulteration-not-once-but-twice-3200012,Inflammation fuels NCDs and cancer
News,Milk,inflammation,other,cancer/carcinogenicity,1,1,0.9,https://www.dnaindia.com/health/report-zee-media-zara-sochiye-campaign-makes-you-think-about-food-adulteration-not-once-but-twice-3200012,Inflammation fuels NCDs and cancer
News,Milk,phosphoric acid,adulterant,bone weakening,1,1,0.9,https://thelogicalindian.com/detergent-powder-found-in-ice-cream-bone-weakening-chemicals-detected-in-soft-drinks-across-karnataka/,bone-weakening phosphoric acid
News,Milk,urea,adulterant,severe health risks,1,1,0.85,https://thelogicalindian.com/detergent-powder-found-in-ice-cream-bone-weakening-chemicals-detected-in-soft-drinks-across-karnataka/,"Synthetic milk made from urea and starch was also discovered, posing severe health risks"
News,Milk,pesticide residue,adulterant,toxic exposure,1,1,0.85,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,"exposed to a toxic cocktail of weedkillers, insecticides, and fungicides"
News,Milk,pesticide residue,adulterant,birth defects,1,1,0.9,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,exposure in pregnancy and childhood is linked to birth defects
News,Milk,pesticide residue,adulterant,diabetes,1,1,0.9,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,"exposure in pregnancy and childhood is linked to birth defects, diabetes and cancer"
News,Milk,pesticide residue,adulterant,reproductive failure,1,1,0.9,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,pose health hazards like cancer or reproductive failure
News,Milk,pesticide residue,adulterant,hazards to human health,1,1,0.8,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,pesticides classed as highly hazardous to people
News,Milk,glyphosate,adulterant,obesity,1,1,0.85,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,glyphosate-based formulas (Roundup being the most well-known – manufactured by Monsanto – now Bayer) affects the gut microbiome and is responsible for a global metabolic health crisis provoked by an obesity epidemic
News,Milk,glyphosate,adulterant,epigenetic changes,1,1,0.85,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,It also causes epigenetic changes in humans and animals
News,Milk,glyphosate,adulterant,gut microbiome disruption,1,1,0.85,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,affects the gut microbiome
News,Milk,micronutrient malnutrition,other,fflo chroniceffect,1,1,0.85,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,Micronutrient malnutrition is causing increased rates of chronic diseases
News,Milk,micronutrient deficiency,other,malnutrition,1,1,0.85,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,leading to reduced crop production and malnutrition and diseases in humans
News,Milk,pesticide residue,adulterant,health consequences,1,1,0.75,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,Aside from these deleterious impacts and the health consequences of chemical-dependent crops
News,Milk,gene editing,other,transfer of antibiotic resistance genes,1,1,0.85,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,transfer of antibiotic resistance genes
News,Milk,herbicide tolerant crops,other,devastating impacts on human health,1,1,0.75,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,"devastating impacts on the environment, human health and food security"
News,Milk,pesticide residue,adulterant,devastating health harms,1,1,0.9,https://countercurrents.org/2021/11/cultivating-resistance-food-dependency-and-dispossession/,HHPs are responsible for a wide range of devastating health harms
News,Milk,adulterated milk,other,vomiting,1,1,0.9,https://www.thehindu.com/news/top-news-of-the-day-march-22-2026/article70772294.ece,"adulterated milk supplied in parts of Lalacheruvu allegedly caused severe health complications among consumers, including vomiting"
News,Milk,adulterated milk,other,anuria,1,1,0.85,https://www.thehindu.com/news/top-news-of-the-day-march-22-2026/article70772294.ece,"adulterated milk supplied in parts of Lalacheruvu allegedly caused severe health complications among consumers, including vomiting, abdominal pain, anuria"
News,Milk,adulterated milk,other,acute renal dysfunction,1,1,0.9,https://www.thehindu.com/news/top-news-of-the-day-march-22-2026/article70772294.ece,"adulterated milk supplied in parts of Lalacheruvu allegedly caused severe health complications among consumers, including vomiting, abdominal pain, anuria and acute renal dysfunction"
News,Milk,formalin/formaldehyde,adulterant,food poisoning,1,1,0.95,https://theshillongtimes.com/2023/02/17/meghalaya-nuggets-367/,"empty bottle of Formaldehyde solution, a highly toxic systemic poison"
News,Milk,stale cooking oil,adulterant,long term health issues,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,Long-term health issues due to repeated consumption of reused oil
News,Milk,artificial food colours,adulterant,food poisoning,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,Allergic reactions and toxicity due to artificial food colours
News,Milk,sucrose,adulterant,addiction,1,1,0.7,https://economictimes.indiatimes.com/industry/cons-products/food/fssai-seeks-nestles-explanation-on-report-of-added-sugar-in-cerelac/articleshow/109409114.cms,Sugar is addictive because of which children consume such products
News,Milk,chemical contaminants,adulterant,liver damage,1,1,0.9,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,liver damage from chemical contaminants
News,Milk,heavy metals,adulterant,cancer/carcinogenicity,1,1,0.85,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,"long term exposure to heavy metals, and increased cancer risk"
News,Milk,heavy metals,adulterant,long term exposure to heavy metals,1,1,0.85,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,long term exposure to heavy metals
News,Milk,contaminated milk powder,adulterant,brain development impairment,1,1,0.85,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,Contaminated milk powder... can affect brain development
News,Milk,contaminated milk powder,adulterant,immune system impairment,1,1,0.85,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,Contaminated milk powder... can affect... immune systems
News,Milk,pesticide residue,adulterant,brain development impairment,1,1,0.85,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,excess pesticide residues in produce... can affect brain development
News,Milk,artificial dyes,adulterant,long term health risks,1,1,0.85,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,"When spices are contaminated with artificial dyes, long term health risks increase."
News,Milk,reused oil,adulterant,cardiovascular risks,1,1,0.9,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,"When cooking oil is reused beyond safety limits, it raises cardiovascular risks."
News,Milk,food poisoning,other,gastrointestinal illness,1,1,0.95,https://www.thehindu.com/brandhub/food-poisoning-in-children/article38049892.ece,"Food poisoning is an universal ,preventable public health problem and is an important cause of acute gastroenteritis in children"
News,Milk,food poisoning,other,nausea,1,1,0.9,https://www.thehindu.com/brandhub/food-poisoning-in-children/article38049892.ece,common symptoms of food poisoning are nausea
News,Milk,cadmium,adulterant,food poisoning,1,1,0.85,https://www.thehindu.com/brandhub/food-poisoning-in-children/article38049892.ece,"Contamination by chemicals such as fertilizers, pesticides, cadmium ,mercury, arsenic is also a cause of concern"
News,Milk,arsenic,adulterant,death,1,1,0.95,https://timesofindia.indiatimes.com/city/mumbai/santacruz-murder-woman-lover-wanted-to-give-poison-to-hubby-even-in-hospital/articleshow/98288207.cms,mixing thallium and arsenic in water to cause death by slow poisoning
News,Milk,oxytocin,adulterant,cancer/carcinogenicity,1,1,0.9,https://www.thehansindia.com/news/national/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration-1045436,"oxytocin -- a chemical linked to dizziness, headaches, heart failure, infertility, and cancer"
News,Milk,cereulide,adulterant,nausea,1,1,0.95,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,It causes nausea and vomiting
News,Milk,cereulide,adulterant,dehydration,1,1,0.9,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,may lead to dehydration and electrolyte imbalance
News,Milk,cereulide,adulterant,electrolyte imbalance,1,1,0.9,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,may lead to dehydration and electrolyte imbalance
News,Milk,cereulide,adulterant,dehydration and electrolyte imbalance,1,1,0.9,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,may lead to dehydration and electrolyte imbalance in babies
News,Milk,cereulide,adulterant,abdominal cramps,1,1,0.95,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,"Symptoms linked to cereulide may include vomiting, diarrhoea, abdominal cramps"
News,Milk,cereulide,adulterant,unusual lethargy,1,1,0.95,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,"Symptoms linked to cereulide may include vomiting, diarrhoea, abdominal cramps or unusual lethargy"
News,Milk,cereulide,adulterant,severe gut inflammation,1,1,0.95,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,Cereulide causes severe gut inflammation
News,Milk,lead,adulterant,risks affecting growth,1,1,0.8,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,Repeated or high exposure to these substances is linked to risks affecting growth
News,Milk,arsenic,adulterant,toxicity,1,1,0.8,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,"beyond a certain limit, their presence in the milk consumed by babies can become toxic"
News,Milk,cadmium,adulterant,toxicity,1,1,0.8,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,"beyond a certain limit, their presence in the milk consumed by babies can become toxic"
News,Milk,contaminated formula,adulterant,brain development issues,1,1,0.85,https://indianexpress.com/article/health-wellness/global-recall-baby-formula-nestle-india-contamination-10461863/,"Exposure to contaminated formula during this critical period can affect brain development and may lead to behavioural, learning, and other organ-related issues later in life"
News,Milk,milk adulteration incident in east godavari,other,renal failure,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,victims suffered acute renal failure with elevated blood urea
News,Milk,substandard paneer,other,food poisoning,1,1,0.85,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,suffered food poisoning after eating substandard paneer
News,Milk,cancer,other,chroniceffect,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,Long-term exposure to certain adulterants can increase cancer risk
News,Milk,adulterant,adulterant,organ damage,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,"prolonged consumption of such food can harm organs like the kidneys, liver and heart"
News,Milk,organ damage,other,chroniceffect,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,"prolonged consumption of such food can harm organs like the kidneys, liver and heart"
News,Milk,acute gastroenteritis,other,acuteeffect,1,1,0.95,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,"Hyderabad reported over 8,000 cases of acute gastroenteritis"
News,Milk,adulterant,adulterant,kidney harm,1,1,0.85,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,prolonged consumption of such food can harm organs like the kidneys
News,Milk,unhealthy packaged food,other,epidemic of lifestyle diseases,1,1,0.85,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,Unhealthy packaged food is fuelling an epidemic of lifestyle diseases in India
News,Milk,formalin/formaldehyde,adulterant,health hazards,1,1,0.8,https://www.sentinelassam.com/editorial/food-safety-enforcement-and-awareness-652715,contaminated and adulterated food is posing health hazards to people
News,Milk,harmful chemicals,adulterant,health hazards,1,1,0.8,https://www.sentinelassam.com/editorial/food-safety-enforcement-and-awareness-652715,contaminated and adulterated food is posing health hazards to people
News,Milk,chemical manures,adulterant,harmful effects on health,1,1,0.85,https://www.sentinelassam.com/editorial/food-safety-enforcement-and-awareness-652715,"whose production is boosted by growers through the use of higher amounts of chemical manures, without caring much about their harmful effects on health"
News,Milk,deadly contaminants,adulterant,death,1,1,0.95,https://www.sentinelassam.com/topheadlines/rapid-low-cost-tests-can-help-prevent-child-deaths-from-contaminated-syrups,contaminants that have tragically led to the deaths of hundreds of children
News,Milk,seizure,other,fflo acuteeffect,1,1,0.85,https://timesofindia.indiatimes.com/city/bareilly/3-kids-death-in-pilibhit-autopsy-of-one-of-them-inconclusive-viscera-preserved/articleshow/87592624.cms,suffered a seizure moments after drinking milk
News,Milk,milk adulteration in rajahmundry,other,death,1,1,0.8,https://assamtribune.com/health-and-fitness/diarrhoea-outbreak-naidu-reviews-health-measures-1608672,four people have died so far
News,Milk,milk,other,renal failure,1,1,0.85,https://timesofindia.indiatimes.com/city/hyderabad/four-die-in-ap-adulterated-milk-suspected-to-be-cause/articleshow/128727248.cms,Symptoms of renal failure... began a day after
News,Milk,toxic waste,adulterant,cancer/carcinogenicity,1,1,0.85,https://timesofindia.indiatimes.com/city/delhi/delhi-high-court-emphasizes-clean-milk-and-relocation-of-dairies/articleshow/112414013.cms,Cows can't be eating toxic waste. Cancer cannot be on the upstream
News,Milk,cadmium,adulterant,serious health risks,1,1,0.8,https://www.thehansindia.com/editors-desk/india-needs-to-grow-safe-food-curb-adulteration-879087,"cadmium, which is a toxic heavy metal, and poses serious health risks"
News,Milk,tropical climate,other,spread of pests,1,1,0.75,https://indianexpress.com/article/lifestyle/food-wine/foodborne-illnesses-contamination-heat-summer-health-diet-india-9385491/,The tropical climate in many countries promotes the spread of pests
News,Milk,tropical climate,other,formation of naturally occurring toxins,1,1,0.75,https://indianexpress.com/article/lifestyle/food-wine/foodborne-illnesses-contamination-heat-summer-health-diet-india-9385491/,advances the formation of naturally occurring toxins
News,Milk,staphylococcus aureus,adulterant,food poisoning,1,1,0.9,https://indianexpress.com/article/lifestyle/food-wine/foodborne-illnesses-contamination-heat-summer-health-diet-india-9385491/,bacterial infection is caused by toxins generated by Staphylococcus aureus
News,Milk,salmonella,adulterant,fever,1,1,0.9,https://indianexpress.com/article/lifestyle/food-wine/foodborne-illnesses-contamination-heat-summer-health-diet-india-9385491/,"develop a fever, diarrhea, stomach cramps, and vomiting"
News,Milk,salmonella,adulterant,diarrhoea,1,1,0.9,https://indianexpress.com/article/lifestyle/food-wine/foodborne-illnesses-contamination-heat-summer-health-diet-india-9385491/,"develop a fever, diarrhea, stomach cramps, and vomiting"
News,Milk,unknown toxin,adulterant,anuria,1,1,0.9,https://www.thehindu.com/news/cities/Visakhapatnam/toxins-in-contaminated-milk-to-be-identified-soon-says-dr-ravi-raju/article70684241.ece,led to anuria (lack of urine)
News,Milk,unknown toxin,adulterant,gastrointestinal illness,1,1,0.9,https://www.thehindu.com/news/cities/Visakhapatnam/toxins-in-contaminated-milk-to-be-identified-soon-says-dr-ravi-raju/article70684241.ece,suffered abdominal pain
News,Milk,unknown toxin,adulterant,breathlessness,1,1,0.9,https://www.thehindu.com/news/cities/Visakhapatnam/toxins-in-contaminated-milk-to-be-identified-soon-says-dr-ravi-raju/article70684241.ece,suffered breathlessness
News,Milk,ethylene glycol,adulterant,nervous system damage,1,1,0.9,https://thelogicalindian.com/13-dead-after-consuming-toxic-milk-in-andhra-pradesh-dairy-supplying-106-families-under-investigation/,"Exposure to this chemical can lead to rapid organ damage, particularly affecting the kidneys and nervous system"
News,Milk,auramine,adulterant,liver damage,1,1,0.9,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,"linked its ingestion to a range of health risks, including liver and kidney damage"
News,Milk,auramine,adulterant,kidney damage,1,1,0.9,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,"linked its ingestion to a range of health risks, including liver and kidney damage"
News,Milk,auramine,adulterant,enlargement of the spleen,1,1,0.9,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,"including liver and kidney damage, enlargement of the spleen"
News,Milk,auramine,adulterant,mutagenic effects,1,1,0.9,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,mutagenic effects that can alter genetic material
News,Milk,auramine,adulterant,physiological degeneration,1,1,0.85,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,long-term ingestion of non-permitted dyes including auramine -- has been linked to physiological degeneration
News,Milk,auramine,adulterant,organ pathology,1,1,0.85,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,"long-term ingestion of non-permitted dyes including auramine -- has been linked to physiological degeneration, organ pathology"
News,Milk,auramine,adulterant,genetic damage,1,1,0.85,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,"long-term ingestion of non-permitted dyes including auramine -- has been linked to physiological degeneration, organ pathology, and genetic damage"
News,Milk,auramine,adulterant,long term harm,1,1,0.75,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,Children ... are at increased risk of long-term harm
News,Milk,kidney complications,other,fflo acuteeffect,1,1,0.8,https://timesofindia.indiatimes.com/india/fssai-seeks-report-on-adulterated-milk-incident-that-killed-4-in-andhra-pradesh/articleshow/128774319.cms,sudden kidney complications
News,Milk,microplastics,adulterant,respiratory dysfunction,1,1,0.85,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/longevity-enthusiast-bryan-johnson-got-rid-of-85-of-microplastics-from-his-semen-heres-how-he-did-it/articleshow/124928129.cms,"microplastics may be responsible for cancer, infertility, respiratory dysfunction"
News,Milk,synthetic substances,adulterant,serious health risks,1,1,0.85,https://www.en.etemaaddaily.com/health/fssai-cracks-down-on-fake-paneer-milk-and-khoya-in-nationwide-drive:186493,synthetic substances pose serious health risks
News,Milk,pesticide residue,adulterant,toxic food,1,1,0.85,https://timesofindia.indiatimes.com/city/mysuru/minister-urges-farmers-to-adopt-natural-farming-methods/articleshow/121809745.cms,"using chemical fertilisers and pesticides contaminates our food, and makes it toxic"
News,Milk,chemical fertilisers,adulterant,weakening immune system,1,1,0.75,https://timesofindia.indiatimes.com/city/mysuru/minister-urges-farmers-to-adopt-natural-farming-methods/articleshow/121809745.cms,"consuming food grown with chemical fertilisers and pesticides introduces harmful substances into the body, weakening our immune system"
News,Milk,pesticide residue,adulterant,weakening immune system,1,1,0.75,https://timesofindia.indiatimes.com/city/mysuru/minister-urges-farmers-to-adopt-natural-farming-methods/articleshow/121809745.cms,"consuming food grown with chemical fertilisers and pesticides introduces harmful substances into the body, weakening our immune system"
News,Milk,chemical fertilisers,adulterant,weakening our immune system,1,1,0.85,https://timesofindia.indiatimes.com/city/mysuru/minister-urges-farmers-to-adopt-natural-farming-methods/articleshow/121809745.cms,"consuming food grown with chemical fertilisers and pesticides introduces harmful substances into the body, weakening our immune system"
News,Milk,pesticide residue,adulterant,weakening our immune system,1,1,0.85,https://timesofindia.indiatimes.com/city/mysuru/minister-urges-farmers-to-adopt-natural-farming-methods/articleshow/121809745.cms,"consuming food grown with chemical fertilisers and pesticides introduces harmful substances into the body, weakening our immune system"
News,Milk,adulterated milk,other,kidney problems,1,1,0.9,https://timesofindia.indiatimes.com/city/chennai/iit-madras-develops-pocket-friendly-device-to-detect-milk-adulteration/articleshow/99047717.cms,Consumption of adulterated milk could cause kidney problems
News,Milk,adulterated milk,other,gastrointestinal complications,1,1,0.9,https://timesofindia.indiatimes.com/city/chennai/iit-madras-develops-pocket-friendly-device-to-detect-milk-adulteration/articleshow/99047717.cms,Consumption of adulterated milk could cause ... gastrointestinal complications
News,Milk,adulterated milk,other,diarrhoea,1,1,0.9,https://timesofindia.indiatimes.com/city/chennai/iit-madras-develops-pocket-friendly-device-to-detect-milk-adulteration/articleshow/99047717.cms,Consumption of adulterated milk could cause ... diarrhoea
News,Milk,adulterated milk,other,cancer/carcinogenicity,1,1,0.9,https://timesofindia.indiatimes.com/city/chennai/iit-madras-develops-pocket-friendly-device-to-detect-milk-adulteration/articleshow/99047717.cms,Consumption of adulterated milk could cause ... even cancer
News,Milk,tremetol,adulterant,milk sickness,1,1,0.95,https://timesofindia.indiatimes.com/life-style/spotlight/web-stories/10-most-poisonous-plants-in-existence/photostory/123344537.cms,"Causing ""milk sickness"" in the 19th century, its poison tremetol"
News,Milk,milk adulteration incident,other,death,1,1,0.95,https://www.thenewsminute.com/andhra-pradesh/fifteen-people-affected-by-milk-adulteration-in-andhra-still-in-hospitals,The milk adulteration claimed five lives
News,Milk,harmful colouring agents,adulterant,risk to health,1,1,0.85,https://timesofindia.indiatimes.com/city/noida/60-food-samples-collected-from-noida-last-months-fail-quality-test/articleshow/121007869.cms,"harmful colouring agents, which could pose a risk to health"
News,Milk,vibrio cholera,adulterant,foodborne illness,1,1,0.9,https://www.firstpost.com/opinion/how-consumption-of-stale-food-may-lead-to-foodborne-illness-caused-by-bacteria-viruses-parasites-10838341.html,Vibrio cholera ... are frequently the cause of food borne illness
News,Milk,listeria,adulterant,foodborne illness,1,1,0.85,https://www.firstpost.com/opinion/how-consumption-of-stale-food-may-lead-to-foodborne-illness-caused-by-bacteria-viruses-parasites-10838341.html,inadequately pasteurized milk products â Listeria
News,Milk,e coli,adulterant,foodborne illness,1,1,0.85,https://www.firstpost.com/opinion/how-consumption-of-stale-food-may-lead-to-foodborne-illness-caused-by-bacteria-viruses-parasites-10838341.html,Bacteria like Salmonella... and Escherichia coli including Shiga toxin-producing E. coli are frequently the cause of food borne illness
News,Milk,salmonella typhi,adulterant,foodborne illness,1,1,0.85,https://www.firstpost.com/opinion/how-consumption-of-stale-food-may-lead-to-foodborne-illness-caused-by-bacteria-viruses-parasites-10838341.html,"Eggs, poultry, contaminated raw fruits, and vegetables â Salmonella Typhi"
News,Milk,clostridium botulinum,adulterant,foodborne illness,1,1,0.85,https://www.firstpost.com/opinion/how-consumption-of-stale-food-may-lead-to-foodborne-illness-caused-by-bacteria-viruses-parasites-10838341.html,"Canned foods, Stale fish, stale potatoes â Clostridium Botulinum"
News,Milk,stale foodstuffs,other,food poisoning,1,1,0.85,https://www.firstpost.com/opinion/how-consumption-of-stale-food-may-lead-to-foodborne-illness-caused-by-bacteria-viruses-parasites-10838341.html,"cause is either contaminated water or infected, stale foodstuffs"
News,Milk,toxic elements,adulterant,food poisoning,1,1,0.9,https://www.theweek.in/news/health/2026/05/05/why-fermented-foods-need-extra-caution-during-summer.html,"If fermented foods contain toxic elements, they can lead to food poisoning"
News,Milk,toxic elements,adulterant,nausea,1,1,0.9,https://www.theweek.in/news/health/2026/05/05/why-fermented-foods-need-extra-caution-during-summer.html,"If fermented foods contain toxic elements, they can lead to food poisoning, nausea"
News,Milk,toxic elements,adulterant,diarrhoea,1,1,0.85,https://www.theweek.in/news/health/2026/05/05/why-fermented-foods-need-extra-caution-during-summer.html,"If fermented foods contain toxic elements, they can lead to food poisoning, nausea, vomiting, diarrhea"
News,Milk,harmful bacteria,adulterant,severe dehydration,1,1,0.85,https://www.theweek.in/news/health/2026/05/05/why-fermented-foods-need-extra-caution-during-summer.html,harmful bacteria or toxic substances can cause severe dehydration
News,Milk,toxic substances,adulterant,severe dehydration,1,1,0.85,https://www.theweek.in/news/health/2026/05/05/why-fermented-foods-need-extra-caution-during-summer.html,toxic substances can cause severe dehydration in the body
News,Milk,clostridium botulinum,adulterant,paralysis,1,1,0.95,https://www.theweek.in/news/health/2026/05/05/why-fermented-foods-need-extra-caution-during-summer.html,This toxin attacks the nervous system and can result in paralysis
News,Milk,parasites,adulterant,food poisoning,1,1,0.95,https://www.newindianexpress.com/magazine/2021/jul/25/how-to-prevent-food-poisoning-2333918.html,"contaminated with bacteria, parasites, viruses, and toxins, it results in food poisoning"
News,Milk,viruses,adulterant,food poisoning,1,1,0.95,https://www.newindianexpress.com/magazine/2021/jul/25/how-to-prevent-food-poisoning-2333918.html,"contaminated with bacteria, parasites, viruses, and toxins, it results in food poisoning"
News,Milk,listeria,adulterant,listeriosis,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-bacteria-you-might-be-eating-every-day-but-shouldnt/slideshow/122494392.cms,It can cause listeriosis
