corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Milk,paneer non-compliance finding,triggeredaction,paneer seizure and destruction,1,1,0.9,https://timesofindia.indiatimes.com/india/punjab-launches-major-crackdown-on-food-adulteration-over-5000-kg-paneer-4000-kg-milk-destroyed-legal-action-seizures-follow/articleshow/123145941.cms,"This led to the seizure of more than 5,300 kg of paneer"
News,Milk,milk non-compliance finding,triggeredaction,milk destruction,1,1,0.9,https://timesofindia.indiatimes.com/india/punjab-launches-major-crackdown-on-food-adulteration-over-5000-kg-paneer-4000-kg-milk-destroyed-legal-action-seizures-follow/articleshow/123145941.cms,"resulting in the destruction of around 4,000 kg of milk"
News,Milk,Ban on sale of energy drinks to children,issuedby,Punjab government,1,1,0.95,https://timesofindia.indiatimes.com/india/punjab-launches-major-crackdown-on-food-adulteration-over-5000-kg-paneer-4000-kg-milk-destroyed-legal-action-seizures-follow/articleshow/123145941.cms,Punjab has also implemented a complete ban on the sale of energy drinks to children
News,Milk,Ban on sale of energy drinks to children,targets,energy drinks,1,1,0.95,https://timesofindia.indiatimes.com/india/punjab-launches-major-crackdown-on-food-adulteration-over-5000-kg-paneer-4000-kg-milk-destroyed-legal-action-seizures-follow/articleshow/123145941.cms,ban on the sale of energy drinks to children
News,Milk,free treatment for those affected by the milk contamination,issuedby,State government,1,1,0.9,https://www.thehindu.com/news/national/andhra-pradesh/in-andhra-city-a-morning-staples-turns-deadly/article70681039.ece,State government announced free treatment for those affected by the milk contamination
News,Milk,deployment of Rapid Response Teams and medical camps,issuedby,East Godavari District Collector Kirthi Chekuri,1,1,0.9,https://www.thehindu.com/news/national/andhra-pradesh/in-andhra-city-a-morning-staples-turns-deadly/article70681039.ece,East Godavari District Collector Kirthi Chekuri deployed Rapid Response Teams and set up medical camps
News,Milk,adulterated milk incident,triggeredaction,booking of Addala Ganeswara Rao,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-reviews-on-srikakulam-diarrhoea-cases-and-rajahmundry-adulterated-milk-issue-1940111,"accused milk supplier, Addala Ganeswara Rao has been booked under criminal charges"
News,Milk,State-wide milk inspection campaign,issuedby,Food Safety Department,1,1,0.9,https://www.thehindu.com/sci-tech/health/health-matters-newsletter-on-science-and-accountability/article70698498.ece,Food Safety Department there has now launched a State-wide milk inspection campaign
News,Milk,State-wide milk inspection campaign,targets,milk,1,1,0.9,https://www.thehindu.com/sci-tech/health/health-matters-newsletter-on-science-and-accountability/article70698498.ece,launched a State-wide milk inspection campaign
News,Milk,destruction of 218 kg adulterated cheese and 478 liters contaminated milk,issuedby,Food and Drug Administration (FDA),1,1,0.95,https://www.freepressjournal.in/mumbai/mumbai-news-fda-destroys-218-kg-cheese-478-litres-milk-worth-54000-in-festive-season-adulteration-crackdown,FDA has intensified its vigilance against adulteration in Mumbai
News,Milk,notice,issuedby,district administration,1,1,0.85,https://timesofindia.indiatimes.com/times-special/from-villages-lifeline-to-poisoned-curse/articleshow/124406721.cms,They have been served notice
News,Milk,poisoning finding,triggeredaction,criminal probes,1,1,0.85,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,The rash of poisonings led to criminal probes
News,Milk,prosecution of Afi Farma,issuedby,national regulators,1,1,0.85,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,according to national regulators and the WHO
News,Milk,Indonesia syrup contamination finding,triggeredaction,jail sentencing for suppliers,1,1,0.85,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,the other four got 10 years each
News,Milk,Tightened import rules and increased inspections,issuedby,Badan POM,1,1,0.9,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,Badan POM ... tightened its import rules and increased inspections
News,Milk,Compensation offer for syrup poisoning victims,issuedby,Indonesia's health ministry,1,1,0.9,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,Indonesia's health ministry said in November this year it would provide 50 million rupiah
News,Milk,Compensation offer for Gambia poisonings,issuedby,Gambia's government,1,1,0.9,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,"Gambia's government offered families 14,000 dalasis"
News,Milk,thoughtless approval of Afi Farma products,issuedby,Badan POM,1,1,0.9,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,"Badan POM, the food and drug regulator, had approved the products 'thoughtlessly'"
News,Milk,updated standards requiring EG and DEG testing,issuedby,health ministry,1,1,0.9,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,"health ministry updated the standards, for the first time explicitly requiring drugmakers to test for EG and DEG"
News,Milk,recall of syrups,issuedby,health ministry,1,1,0.95,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,The health ministry recalled the syrups on Oct. 18
News,Milk,recall of syrups,targets,cough syrup,1,1,0.9,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,The health ministry recalled the syrups
News,Milk,quality deficiencies in cow-based products,triggeredaction,temporary halt of supplies,1,1,0.85,https://swarajyamag.com/news-brief/tirupati-laddu-controversy-anna-prasadam-also-under-scrutiny-as-ttds-expert-panel-flags-deficiency-in-quality,it was found that there are deficiencies in quality. Supplies have been temporarily halted
News,Milk,"Seizure of 6,000 litres of suspected adulterated mustard oil",issuedby,Food Safety Department,1,1,0.85,https://www.news18.com/india/up-barabanki-6000-litres-of-fake-mustard-oil-seized-raises-food-safety-concerns-aa-ws-l-9927362.html,"Food Safety Department conducted a major crackdown where officials seized 6,000 litres"
News,Milk,Reprimand of officials for dairy non-compliance,issuedby,Delhi High Court,1,1,0.95,https://www.hindustantimes.com/cities/delhi-news/delhi-hc-slams-officials-over-failure-to-ensure-dairies-follow-norms-101715189838942.html,Delhi high court on Wednesday reprimanded Delhi government officials
News,Milk,show-cause notice to A.R. Dairy,targets,ghee,1,1,0.85,https://www.thehindu.com/sci-tech/health/tirupati-laddu-row-on-the-economics-of-and-adulterants-in-ghee-explained/article68705077.ece,"supplied ghee to the Tirupati temple, for allegedly providing substandard products"
News,Milk,show-cause notice to A.R. Dairy,issuedby,Food Safety and Standards Authority of India,1,1,0.95,https://www.thehindu.com/sci-tech/health/tirupati-laddu-row-on-the-economics-of-and-adulterants-in-ghee-explained/article68705077.ece,FSSAI... has issued a show-cause notice to A.R. Dairy
News,Milk,directive to monitor distribution,issuedby,Rajasthan govt,1,1,0.9,https://timesofindia.indiatimes.com/city/jaipur/weeks-after-axing-5-govt-orders-check-on-milk-powder-in-schools/articleshow/125524474.cms,Rajasthan govt has directed all district administrations to monitor
News,Milk,stricter monitoring of milk and dairy products,issuedby,Punjab State and Chandigarh (UT) Human Rights Commission,1,1,0.9,https://www.hindustantimes.com/cities/chandigarh-news/set-up-food-lab-rights-panel-tells-ut-101773775202607.html,The PSHRC has mandated an independent food testing lab in Chandigarh and ordered stricter monitoring of milk and dairy products
News,Milk,perpetual validity of FSSAI registrations and licences,issuedby,FSSAI,1,1,0.95,https://economictimes.indiatimes.com/industry/cons-products/food/fssai-licences-registrations-to-have-perpetual-validity-no-renewals-needed/articleshow/129560281.cms,proposal for perpetual validity of FSSAI registrations and licences has been approved
News,Milk,banning 400 items,issuedby,FSSAI,1,1,0.9,https://indianexpress.com/article/upsc-current-affairs/upsc-key-indus-waters-treaty-food-adulteration-and-antitrust-laws-9963906/,It even banned 400 items for heavy contamination between 2019 and 2024
News,Milk,Seizure of suspicious food stock,issuedby,"FDA, Nashik Division",1,1,0.9,https://www.freepressjournal.in/pune/nashik-fda-seizes-suspected-and-illegal-food-stock-worth-1589-lakh-in-week-long-crackdown,division seized a stock of suspicious and illegal food products
News,Milk,order to relocate dairies,issuedby,Delhi High Court,1,1,0.9,https://www.hindustantimes.com/cities/delhi-news/delhi-hc-tells-govt-to-seriously-consider-shifting-dairies-from-near-landfills-101715710142003.html,directed Delhi government's chief secretary Naresh Kumar to seriously consider relocating
News,Milk,legal action against food item manufacturers,issuedby,food safety department,1,1,0.9,https://www.hindustantimes.com/cities/delhi-news/delhi-govt-to-intensify-checks-on-food-adulteration-amid-festive-season-101728844051312.html,The department will take legal action against food item manufacturers
News,Milk,ex gratia payment of ₹10 lakh,issuedby,State government,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-hauls-up-officials-over-diarrhea-milk-tragedy-1940180,State government has announced ₹10 lakh ex gratia
News,Milk,milk adulteration incident in East Godavari,triggeredaction,criminal case registration,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-hauls-up-officials-over-diarrhea-milk-tragedy-1940180,A criminal case has been registered against accused milk supplier
News,Milk,Special food squads inspection drive,issuedby,Food Safety Department,1,1,0.85,https://www.newindianexpress.com/cities/thiruvananthapuram/2021/aug/10/special-food-squads-for-onam-2342438.html,Food Safety Department has stepped up surveillance and deployed special squads
News,Milk,362 raids,issuedby,food safety authorities,1,1,0.9,https://www.newindianexpress.com/cities/thiruvananthapuram/2021/aug/10/special-food-squads-for-onam-2342438.html,As many as 362 raids were conducted last month
News,Milk,Rs 10 lakh ex-gratia per deceased family,issuedby,N Chandrababu Naidu,1,1,0.9,https://www.deccanherald.com/india/andhra-pradesh/andhra-pradesh-milk-contamination-case-freezer-coolant-leak-suspected-3909698,Chief Minister N Chandrababu Naidu... announced Rs 10 lakh ex-gratia per deceased family
News,Milk,Statewide crackdown on banned gutkha sales and food adulteration,issuedby,Maharashtra Food and Drug Administration,1,1,0.95,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-trade-arrests-33-across-statewide-raids,Maharashtra Food and Drug Administration (FDA) arrested 33 people... during a statewide crackdown
News,Milk,Statewide crackdown on banned gutkha sales and food adulteration,targets,gutkha,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-trade-arrests-33-across-statewide-raids,crackdown on banned gutkha sales
News,Milk,Statewide crackdown on banned gutkha sales and food adulteration,targets,milk products,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-trade-arrests-33-across-statewide-raids,"inspected 23 establishments involved in the manufacturing and sale of packaged drinking water, milk products"
News,Milk,Statewide crackdown on banned gutkha sales and food adulteration,targets,spices,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-trade-arrests-33-across-statewide-raids,"manufacturing and sale of packaged drinking water, milk products, noodles, carbonated beverages, edible oil, sweets, farsan, ice cream, spices"
News,Milk,Statewide crackdown on banned gutkha sales and food adulteration,targets,ghee,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-trade-arrests-33-across-statewide-raids,"manufacturing and sale of packaged drinking water, milk products, noodles, carbonated beverages, edible oil, sweets, farsan, ice cream, spices, khoya, paneer, ghee"
News,Milk,Statewide crackdown on banned gutkha sales and food adulteration,targets,ice cream,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-trade-arrests-33-across-statewide-raids,"inspected 23 establishments involved in the manufacturing and sale of packaged drinking water, milk products, noodles, carbonated beverages, edible oil, sweets, farsan, ice cream"
News,Milk,Maharashtra FDA crackdown on food adulteration,issuedby,Maharashtra Food and Drug Administration,1,1,0.95,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-food-adulteration-33-arrested-19-units-sealed-in-mumbai,The Maharashtra Food and Drug Administration launched a massive statewide crackdown on banned gutkha sales and food adulteration
News,Milk,Maharashtra FDA crackdown on food adulteration,targets,food products,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-food-adulteration-33-arrested-19-units-sealed-in-mumbai,"targeting illegal gutkha trade, adulterated food products and unhygienic manufacturing units"
News,Milk,bearing medical expenses of the victims,issuedby,government,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/blood-samples-taken-from-73-families-1939395,medical expenses of the victims would be borne by the government
News,Milk,fine of ₹25 lakh,issuedby,Uttar Pradesh Pollution Control Board,1,1,0.9,https://www.hindustantimes.com/india-news/election-pincode-it-s-poll-time-for-ghaziabad-amid-bad-air-in-the-shadow-of-a-garbage-mound-101712170364391.html,we fined them ₹25 lakh
News,Milk,fines,issuedby,Karnataka Food Safety and Drug Administration Department,1,1,0.9,https://thelogicalindian.com/detergent-powder-found-in-ice-cream-bone-weakening-chemicals-detected-in-soft-drinks-across-karnataka/,The department imposed fines and issued notices to violators
News,Milk,notices,issuedby,Karnataka Food Safety and Drug Administration Department,1,1,0.9,https://thelogicalindian.com/detergent-powder-found-in-ice-cream-bone-weakening-chemicals-detected-in-soft-drinks-across-karnataka/,The department imposed fines and issued notices to violators
News,Milk,"stricter checks on drugs, cosmetics, and food products",issuedby,Karnataka Health Ministry,1,1,0.85,https://thelogicalindian.com/detergent-powder-found-in-ice-cream-bone-weakening-chemicals-detected-in-soft-drinks-across-karnataka/,"Karnataka Health Ministry has strengthened food and drug safety measures, including stricter checks"
News,Milk,"seizure of substandard, adulterated or prohibited food products",issuedby,Food and Drug Administration (FDA) Pune,1,1,0.95,https://www.hindustantimes.com/cities/pune-news/fda-seizes-substandard-adulterated-food-products-worth-over-31-lakh-101780515229734.html,"The Food and Drug Administration (FDA) Pune has seized over ₹31 lakh worth of food products suspected to be substandard, adulterated or prohibited"
News,Milk,"seizure of substandard, adulterated or prohibited food products",targets,refined soyabean oil,1,1,0.9,https://www.hindustantimes.com/cities/pune-news/fda-seizes-substandard-adulterated-food-products-worth-over-31-lakh-101780515229734.html,FDA officials seized refined soyabean oil and palmolein oil worth over ₹4.34 lakh from Praj Traders
News,Milk,"seizure of substandard, adulterated or prohibited food products",targets,palmolein oil,1,1,0.9,https://www.hindustantimes.com/cities/pune-news/fda-seizes-substandard-adulterated-food-products-worth-over-31-lakh-101780515229734.html,FDA officials seized refined soyabean oil and palmolein oil worth over ₹4.34 lakh from Praj Traders
News,Milk,"seizure of substandard, adulterated or prohibited food products",targets,analogue cheese,1,1,0.9,https://www.hindustantimes.com/cities/pune-news/fda-seizes-substandard-adulterated-food-products-worth-over-31-lakh-101780515229734.html,officials seized 647 kg of analogue cheese worth ₹1.24 lakh from Maharashtra Milk Dairy
News,Milk,"seizure of substandard, adulterated or prohibited food products",targets,paneer,1,1,0.9,https://www.hindustantimes.com/cities/pune-news/fda-seizes-substandard-adulterated-food-products-worth-over-31-lakh-101780515229734.html,"seizure of 320 kg of paneer worth ₹83,050"
News,Milk,"seizure of substandard, adulterated or prohibited food products",targets,cow ghee,1,1,0.9,https://www.hindustantimes.com/cities/pune-news/fda-seizes-substandard-adulterated-food-products-worth-over-31-lakh-101780515229734.html,officials seized cow ghee and paneer worth ₹11.91 lakh from Vithumauli Dairy
News,Milk,Joint monitoring and enforcement operations,targets,milk,1,1,0.9,https://timesofindia.indiatimes.com/city/dehradun/cs-to-write-to-up-counterpart-on-sale-of-adulterated-milk-products-in-border-districts/articleshow/112850326.cms,prevent the sale of adulterated milk and food products
News,Milk,Joint monitoring and enforcement operations,targets,adulterated milk and food products,1,1,0.85,https://timesofindia.indiatimes.com/city/dehradun/cs-to-write-to-up-counterpart-on-sale-of-adulterated-milk-products-in-border-districts/articleshow/112850326.cms,prevent the sale of adulterated milk and food products
News,Milk,Strict action against violators,issuedby,Maharashtra FDA,1,1,0.85,https://timesofindia.indiatimes.com/city/nashik/articles-worth-over-rs15-8-lakh-seized-by-fda-in-weeklong-raids/articleshow/131537730.cms,Strict action is being taken against violators
News,Milk,paneer seizure incident,triggeredaction,case filing,1,1,0.9,https://timesofindia.indiatimes.com/city/noida/suspected-adulterated-paneer-seized-in-jewar-case-against-dairy-operators-likely/articleshow/123874120.cms,case will be filed against both Lokendra and Pushpendra
News,Milk,seizure of 803942 kg food stock,issuedby,Maharashtra Food and Drug Administration,1,1,0.9,https://www.mid-day.com/mumbai/mumbai-news/article/maharashtra-fda-seizes-8-lakh-kg-of-substandard-food-in-pre-diwali-2025-crackdown-23599185,FDA seized over 803942 kilograms of food stock
News,Milk,destruction of 218 kg of unlabelled cheese analogue,targets,cheese analogue,1,1,0.85,https://www.mid-day.com/mumbai/mumbai-news/article/maharashtra-fda-seizes-8-lakh-kg-of-substandard-food-in-pre-diwali-2025-crackdown-23599185,officials destroyed 218 kg of unlabelled cheese analogue
News,Milk,Supreme Court,issuedby,investigation by Special Investigation Team,1,1,0.85,https://www.thehindubusinessline.com/news/adulterated-ghee-concerns-over-substandard-feedstock-slipping-through-lab-checks/article68724490.ece,Supreme Court ordering an investigation by an independent Special Investigation Team
News,Milk,San Maharashtra cha Sankalp Anna Surakshitate chardquo,issuedby,Maharashtra Food and Drug Administration,1,1,0.85,https://www.mid-day.com/mumbai/mumbai-news/article/safer-sweets-this-diwali-thanks-to-surprise-raids-by-fda-across-maharashtra-23599285,FDArsquos special campaign ldquoSan Maharashtra cha Sankalp Anna Surakshitate chardquo
News,Milk,Statewide enforcement drive against gutkha and food adulteration,targets,paan masala,1,1,0.85,https://indianexpress.com/article/cities/mumbai/maharashtra-fda-gutkha-food-adulteration-crackdown-10713418/,"sale of banned gutkha, paan masala, and similar products"
News,Milk,Ban on energy drinks and caffeinated beverages near schools,targets,energy drinks,1,1,0.9,https://thelogicalindian.com/punjabs-sweeping-food-safety-drive-5300-kg-paneer-4000-kg-milk-seized-in-legal-crackdown/,Ban on energy drinks and caffeinated beverages near schools
News,Milk,Ban on energy drinks and caffeinated beverages near schools,targets,caffeinated beverages,1,1,0.9,https://thelogicalindian.com/punjabs-sweeping-food-safety-drive-5300-kg-paneer-4000-kg-milk-seized-in-legal-crackdown/,Ban on energy drinks and caffeinated beverages near schools
News,Milk,order intensified monitoring,issuedby,Punjab and Haryana High Court,1,1,0.9,https://thelogicalindian.com/punjabs-sweeping-food-safety-drive-5300-kg-paneer-4000-kg-milk-seized-in-legal-crackdown/,Punjab and Haryana High Court to order intensified monitoring
News,Milk,stringent legal action,issuedby,H-FAST,1,1,0.85,https://indianexpress.com/article/explained/hyderabad-police-h-fast-food-adulteration-team-10595262/,stringent legal action will be taken against offenders
News,Milk,case registered,citesfinding,adulterated milk incident in Rajahmundry,1,1,0.85,https://www.thehansindia.com/andhra-pradesh/andhra-milk-adulteration-deaths-cm-announces-rs-10-lakh-compensation-1051232,A case has been registered based on the complaint
News,Milk,Tirupati ghee adulteration finding,triggeredaction,suspension of A.R. Dairy Food licence,1,1,0.9,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,The licence of A.R. Dairy Food was suspended after allegations
News,Milk,Rajasthan High Court,issuedby,Directive to frame GM food standards,1,1,0.8,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,Rajasthan High Court directed authorities to frame clearer safety standards
News,Milk,Rajasthan High Court directive,targets,genetically modified foods,1,1,0.85,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,"Rajasthan High Court directed authorities to frame clearer safety standards around genetically modified, GM, foods"
News,Milk,Nationwide ban on Maggi noodles,issuedby,FSSAI,1,1,0.95,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/,FSSAI imposed a nationwide ban on Nestlé's Maggi noodles
News,Milk,Maharashtra Control of Organised Crime Act,targets,suppliers,1,1,0.85,https://timesofindia.indiatimes.com/city/vijayawada/adulterated-milk-deaths-raise-food-safety-concerns/articleshow/130024210.cms,"such laws target entire networks, including suppliers"
News,Milk,stricter inspections,targets,dairy,1,1,0.85,https://thelogicalindian.com/hyderabad-police-seizes-825-kg-fake-paneer-made-of-synthetic-milk-vegetable-fat/,stricter inspections and renewed focus on labelling compliance within the dairy
News,Milk,stricter inspections,targets,processed food,1,1,0.75,https://thelogicalindian.com/hyderabad-police-seizes-825-kg-fake-paneer-made-of-synthetic-milk-vegetable-fat/,stricter inspections and renewed focus on labelling compliance within the dairy and processed food sector
News,Milk,suspension of Deputy Registrar,issuedby,State government,1,1,0.9,https://www.newindianexpress.com/states/tamil-nadu/2022/jan/17/job-scam-suspended-tamil-nadu-dairy-department-official-under-dvac-scanner-2407623.html,State government suspended an officer in the rank of Deputy Registrar
News,Milk,transfer of Additional Milk Commissioner,issuedby,State government,1,1,0.9,https://www.newindianexpress.com/states/tamil-nadu/2022/jan/17/job-scam-suspended-tamil-nadu-dairy-department-official-under-dvac-scanner-2407623.html,State government suspended an officer... and transferred an Additional Milk Commissioner
News,Milk,stop sale of products,issuedby,Centre for Food Safety,1,1,0.9,https://timesofindia.indiatimes.com/india/indian-spices-not-banned-in-singapore-and-hong-kong-govt/articleshow/112334804.cms,CFS instructed vendors to stop the sale of these products
News,Milk,Centre for Food Safety,issuedby,instruct vendors to stop sale and remove products,1,1,0.9,https://timesofindia.indiatimes.com/india/indian-spices-not-banned-in-singapore-and-hong-kong-govt/articleshow/112334804.cms,The CFS instructed vendors to stop the sale of these products and remove them from retail shelves
News,Milk,Singapore Food Safety Authority temporary hold,triggeredaction,temporary hold on product,1,1,0.85,https://timesofindia.indiatimes.com/india/indian-spices-not-banned-in-singapore-and-hong-kong-govt/articleshow/112334804.cms,Singapore Food Safety Authority's temporary hold on a product
News,Milk,pre-shipment testing,issuedby,Spices Board,1,1,0.9,https://timesofindia.indiatimes.com/india/indian-spices-not-banned-in-singapore-and-hong-kong-govt/articleshow/112334804.cms,Spices Board mandated pre-shipment testing
News,Milk,Everest fish curry masala recall,issuedby,Singapore Food Agency,1,1,0.95,https://timesofindia.indiatimes.com/india/indian-spices-not-banned-in-singapore-and-hong-kong-govt/articleshow/112334804.cms,Singapore Food Agency (SFA) had recalled 'Everest' fish curry masala
News,Milk,Everest fish curry masala recall,targets,Everest fish curry masala,1,1,0.95,https://timesofindia.indiatimes.com/india/indian-spices-not-banned-in-singapore-and-hong-kong-govt/articleshow/112334804.cms,recalled 'Everest' fish curry masala
News,Milk,destruction of adulterated paneer,issuedby,FSDA,1,1,0.95,https://www.hindustantimes.com/cities/lucknow-news/fsda-seizes-4-810kg-adulterated-paneer-on-lko-agra-expressway-destroys-it-101745263017242.html,"FSDA destroyed 4,810kg of adulterated paneer"
News,Milk,paneer adulteration finding,triggeredaction,destruction of seized paneer,1,1,0.95,https://www.hindustantimes.com/cities/lucknow-news/fsda-seizes-4-810kg-adulterated-paneer-on-lko-agra-expressway-destroys-it-101745263017242.html,"FSDA destroyed 4,810kg of adulterated paneer"
News,Milk,destruction of seized paneer,issuedby,FSDA,1,1,0.95,https://www.hindustantimes.com/cities/lucknow-news/fsda-seizes-4-810kg-adulterated-paneer-on-lko-agra-expressway-destroys-it-101745263017242.html,"FSDA destroyed 4,810kg of adulterated paneer"
News,Milk,Eat Right,issuedby,state govt,1,1,0.85,https://timesofindia.indiatimes.com/city/chandigarh/concerns-over-environmental-pollution-raised-in-punjab-assembly/articleshow/108313760.cms,initiative called 'Eat Right' has been launched by the state govt
News,Milk,125 violation cases,triggeredaction,penalties,1,1,0.85,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,125 violation cases were settled with penalties
News,Milk,Milk Bikis claim rejection action,issuedby,Food Safety and Standards Authority of India,1,1,0.95,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,the food regulator rejected the justification
News,Milk,Milk Bikis claim rejection action,targets,Milk Bikis,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,regulator rejected the justification
News,Milk,Milk Bikis claim rejection action,citesfinding,Milk Bikis misleading claim finding,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,The claim of Dudh Roti ki Shakti cannot be accepted and is misleading
News,Milk,FSSAI directive to remove claim,targets,Milk Bikis,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,directed an official to ensure that the company shall mandatorily remove the claim
News,Milk,directive to run a corrective advertisement,issuedby,regulator,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,firm can also be directed to run a corrective advertisement within 30 days of being ordered to do so by the regulator
News,Milk,Financial Penalty,issuedby,FSSAI,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,regulations allow FSSAI to impose a financial penalty
News,Milk,improvement notice,citesfinding,misleading claims,1,1,0.85,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,found a company's claims about a product to be in violation of regulations
News,Milk,suspension of licence,issuedby,FSSAI,1,1,0.85,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,face a penalty and even suspension of its licence
News,Milk,Rejection of RTI request,issuedby,FSSAI,1,1,0.95,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,The Food Safety and Standards Authority rejected the request
News,Milk,Recommendation to seek clarification from Dabur,issuedby,FSSAI,1,1,0.85,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,"officials should meet and seek clarification from Dabur ""before initiating action"""
News,Milk,FSSAI directive on 100% Fruit Juice claims,issuedby,FSSAI,1,1,0.95,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,"FSSAI issued a broad directive stating that there was ""no provision"" under the law"
News,Milk,No 100% Fruit Juice provision directive,targets,fruit juice,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,"claim they sold ""100% Fruit Juice"""
News,Milk,Dabur product label violation in Almora,triggeredaction,Rs 4 lakh fine on Dabur,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,fined the company Rs 4 lakh over a product label that violated the food safety law
News,Milk,Britannia bread non-compliance violation,triggeredaction,Improvement notice to Britannia,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,"In October 2023, they issued an improvement notice"
News,Milk,Patanjali honey mislabeling finding,triggeredaction,Request for justification,1,1,0.85,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,determined that justification should be sought from the company
News,Milk,Final hearing opportunity,issuedby,FSSAI,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,regulator extended a final hearing opportunity to the company
News,Milk,improvement notice,targets,Sheopal's,1,1,0.9,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,issued an improvement notice to the company
News,Milk,recommendation to close the matter,issuedby,FSSAI,1,1,0.85,https://scroll.in/article/1093546/indias-food-regulator-flagged-over-160-misleading-claims-years-later-120-are-still-around?utm_source=rss&utm_medium=public,recommended that an official assess the response and close the matter at the earliest
