food,adulterant_or_substitute,news_triplet_rows,news_distinct_articles,mean_model_confidence,confidence_weighted_article_support,fssai_baseline_direct_pair_rows,fssai_baseline_candidate_mentions,fssai_baseline_candidate_method_rows,news_candidate_method_rows,fssai_baseline_method_examples,news_method_examples,news_health_relation_articles,locally_linked_effects,baseline_gap_class,test_coverage_class,priority_score_0_100,priority_interpretation,example_url,example_evidence
Ghee,mono and diglycerides,2,2,0.9,1.8,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/laddu-ghee-adulteration-ex-ttd-chief-called-for-questioning-by-sit-1916171,Emulsifiers such as mono and diglycerides... were used to create consistency
Ghee,other oils,2,2,0.9,1.8,0,0,0,2,,Ghee Adulteration Finding --identifies--> other oils; ghee adulteration finding --identifies--> other oils,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://www.freepressjournal.in/indore/crackdown-against-adulteration-in-indore-fsos-seize-850-kg-of-spurious-ghee-samples-fail-quality-test,confirming that the ghee was mixed with other oils
Ghee,synthetic colors,2,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/68-lakh-kg-of-fake-ghee-supplied-to-make-tirupati-temple-laddoo-for-5-years/articleshow/125233302.cms,"Adulterated ghee often contains harmful or inferior substances like vanaspati (hydrogenated fats), starch, animal fats, or synthetic colors"
Milk,foreign fat,2,2,0.9,1.8,0,0,0,3,,S-value --producesindicator--> foreign fat; ghee adulteration finding --identifies--> foreign fat,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/tamil-nadu/tirupati-laddu-row-madras-high-court-sets-aside-suspension-of-fssai-licence-of-dindigul-based-ar-dairy-food/article69582960.ece,"foreign fat, instead of milk fat"
Milk,saccharine,2,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/,"For most milk products, the adulteration is in the form of starch or saccharine"
Milk,starchy substances,2,2,0.9,1.8,0,0,0,2,,starchy substances --detectedby--> iodine test,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-launch-awareness-drive-on-milk-adulteration-1942879,presence of maize flour or other starchy substances
Milk,vanaspati,2,2,0.9,1.8,0,2,0,5,,vanaspati --detectedby--> Sugar test; vanaspati --detectedby--> Baudouin test; vanaspati --detectedby--> hydrochloric acid and sugar test; vanaspati ghee --detectedby--> chemical test with HCl and sugar; vanaspati --detectedby--> hydrochloric acid sugar test,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,milk fat is replaced with cheap oils or vanaspati
Paneer,edible oil,2,2,0.9,1.8,0,3,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-397kg-of-adulterated-paneer/articleshow/105138119.cms,paneer was found to be adulterated with edible oil
Paneer,washing soda,2,2,0.9,1.8,0,0,0,1,,washing soda --detectedby--> diluted HCl test,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,add non-edible chemicals like washing soda
almonds,fungus,3,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/news/new-updates/1100-kg-adulterated-sweets-145-kg-rasgullas-with-flies-destroyed-in-noida-before-diwali/articleshow/124596010.cms,fungus-laden almonds
cakes and buns,rotten eggs,2,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/india/adulterated-osmania-biscuits-fake-paneer-rotten-eggs-what-hyderabads-crackdown-on-eateries-has-revealed-10612335/,"using rotten eggs and hazardous chemicals – sodium benzoate, sorbic acid, and PGPR liquid – to prepare cakes and buns"
honey,beetroot syrup,2,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,Adulterated with C3 sugar syrups like rice and beetroot syrup
honey,corn syrup,2,2,0.9,1.8,0,1,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,Adulterated with C4 sugar-like corn and sugarcane syrups
honey,sugarcane syrup,2,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,Adulterated with C4 sugar-like corn and sugarcane syrups
laddu prasadam,synthetic ghee,2,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://www.livemint.com/news/india/ttd-laddu-row-uttarakhand-based-dairy-24-others-named-in-final-chargesheet-of-cbi-led-sit-adulterated-ghee-11769229345626.html,"synthetic ghee, which was later allegedly used in the preparation of laddu prasadam"
red chilli powder,coloured stems,2,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,Red chilli powder often contains coloured stems and dust.
sweets,non food grade silver foils,2,2,0.9,1.8,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,57.43,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/telangana/food-safety-dept-seizes-60-plus-kgs-of-adulterated-sweets-ahead-of-festive-season-1911377,Other violations included non-food-grade silver foils
animal fat,vegetable oil/fat,1,1,0.9,0.9,0,68,1,22,RP-HPLC --detectedby--> vegetable oil,ghee adulteration finding --identifies--> vegetable fat; IncidentFinding of vegetable oil in ghee --identifies--> vegetable oil/fat; refined vegetable oils --detectedby--> specialized laboratory procedures; vegetable oil --detectedby--> Sugar test; vegetable oils --detectedby--> Baudouin test,3,memory loss (2); gastrointestinal illness (1); cardiovascular problems (1); adverse effects in humans (1); heart lesions (1); liver related issues (1); complications in growth and behavioral development (1); headaches (1),"candidate represented, but food-adulterant relation absent",candidate-specific method relation represented,57.24,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/jaipur/25-of-food-samples-tested-in-raj-in-2024-found-adulterated/articleshow/117897659.cms,substituting animal fat with cheaper vegetable fats
Butter,fatty acids,1,1,0.95,0.95,0,1,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.sentinelassam.com/topheadlines/assam-sample-testing-detects-aggravated-food-adulteration,vegetable oils and fatty acids in butter
Butter,paraffin wax,1,1,0.95,0.95,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://scroll.in/magazine/1073814/why-indians-have-always-been-suspicious-that-their-ghee-is-adulterated?utm_source=rss&utm_medium=public,"coal butter, an edible fat derived from paraffin wax"
Coconut oil,paraffin,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/thiruvananthapuram/ban-on-45-brands-of-coconut-oil/articleshow/64425038.cms,palm kernel oil and paraffin are used to adulterate coconut oil
Curd/yoghurt,fungi,1,1,0.95,0.95,0,1,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/mosquitoes-in-ghee-and-dead-lizard-found-in-dairy-items-in-this-city/articleshow/117855423.cms,"curd that had been contaminated, spoiled, or infested with fungi"
Edible/cooking oil,diesel,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/mumbai-news/25k-litres-of-diesel-disguised-as-edible-oil-seized-by-cops-101779646828663.html,diesel disguised as edible oil
Edible/cooking oil,total polar compounds tpc,1,1,0.95,0.95,0,0,0,1,,Total Polar Compounds (TPC) --detectedby--> Field inspection by health department,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/40-liters-of-unsafe-cooking-oil-and-40-kg-rotten-tomatoes-found-in-a-popular-fast-food-outlet-in-jaipur/articleshow/128305861.cms,found higher than permissible levels of total polar compound (TPC) levels in the refined palm cooking oil
Edible/cooking oil,used motor oil,1,1,0.95,0.95,0,0,0,1,,all-India sample survey --identifies--> used motor oil,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/archives/from-the-pages-of-the-hindu-july-4-1974-edible-oil-adulterated-with-used-motor-oil/article68364441.ece,used motor oil is being utilised for adulteration with edible oils
Ghee,artificial flavourings,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/lifestyle/health/adulterated-ghee-ginger-garlic-paste-hyderabad-consume-10107480/,"ghee, she noted it is frequently adulterated with vanaspati, animal fat, starch, or artificial flavourings"
Ghee,artificial fragrance,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.indiatoday.in/india/story/fake-desi-ghee-racket-investigation-amul-counterfeit-adulteration-festive-season-diwali-2623545-2024-10-26?utm_source=rss,"unhealthy mix of hydrogenated vegetable oil, refined oil, and artificial fragrance"
Ghee,bathroom cleaning chemicals,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://zeenews.india.com/india/tirumala-laddu-row-andhra-cm-naidu-claims-bathroom-cleaning-chemicals-used-in-the-ghee-meant-for-tirupati-laddu-3014480.html,"""bathroom cleaning chemicals"" were used to adulterate the ghee meant for making of laddu prasadam at Tirupati"
Ghee,buffalo grease,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/mumbai-news/bhiwandi-nizampur-civic-body-seizes-15-kg-of-ghee-mixed-with-animal-fat-101704528996768.html,grease was used for the ghee
Ghee,chemical flavouring agents,2,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/delhi-news/delhi-police-busts-three-units-making-1-625-kg-of-fake-desi-ghee-six-held-101759447631631.html,"mixing vanaspati ghee, cheap refined oil and chemical flavouring agents"
Ghee,corn oil,1,1,0.95,0.95,0,1,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ghee-used-for-tirupati-laddu-had-beef-tallow-fish-oil-pork-fat-tests-1824705,"contained not just vegetable oils like soybean oil, sunflower oil, olive oil and corn oil"
Ghee,dalda cooking oil,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/hyderabad-man-held-for-selling-adulterated-ghee-in-secunderabad-2672406/,mix Dalda cooking oil with groundnut oil to prepare a combination then selling it to customers branding it as pure ghee
Ghee,impure substances,1,1,0.95,0.95,0,0,0,1,,impure substances --detectedby--> LaboratoryTest,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.indiatoday.in/india/story/tirupati-laddu-row-cbi-arrest-tirumala-ghee-adulteration-case-probe-2677329-2025-02-09?utm_source=rss,lab reports confirmed the presence of impure substances in the ghee
Ghee,kernel oil,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://swarajyamag.com/news-brief/sit-reveals-widespread-ghee-adulteration-at-tirumala-temple-with-fake-supplies-worth-rs-250-crore-from-bhole-baba-dairy,company instead used palm oil and kernel oil
Ghee,low quality edible oils,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://starofmysore.com/racket-selling-adulterated-nandini-ghee-busted/,racketeers used low quality edible oils to adulterate the ghee
Ghee,margarine,1,1,0.95,0.95,0,3,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/india-news/laddus-and-the-science-of-testing-ghee-s-purity-101727981448436.html,Ghee in general is adulterated with vanaspati or margarine
Ghee,oil coloured with turmeric,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://starofmysore.com/racket-selling-adulterated-nandini-ghee-busted/,oil coloured with turmeric to make it look like authentic Nandini ghee
Ghee,olive oil,1,1,0.95,0.95,0,13,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ghee-used-for-tirupati-laddu-had-beef-tallow-fish-oil-pork-fat-tests-1824705,"contained not just soybean oil, sunflower oil, olive oil, and corn oil"
Ghee,palm kernel derivatives,1,1,0.95,0.95,0,0,0,1,,ghee adulteration finding --identifies--> palm-kernel derivatives,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/andhra-pradesh/sit-uncovers-massive-ghee-adulteration-1025488,"mixed with palm oil, palm-kernel derivatives"
Ghee,palmolive oil,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/andhra-pradesh/2021/jun/12/ghee-adulteration-racket-busted-in-prakasam-3-held-2315181.html,"seized around 10,000 kg Palmolive oil tins, around 1,000 litres of adulterated ghee"
Ghee,petroleum jelly,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/agra/detergent-found-in-milk-animal-fat-in-ghee/articleshow/91801919.cms,The FSDA tested a sample of ghee to discover that it was adulterated with animal fat or petroleum jelly.
Ghee,stearin,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/blogs/onmyplate/could-tirupatis-problems-help-clarify-the-history-of-ghee-adulteration/,stearin (from palm oil)
Ghee,synthetic colouring,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/news/national/gujarat-massive-adulterated-ghee-racket-busted-in-surat-2-arrested--1066385,synthetic colouring was used to produce its yellow appearance
Ghee,synthetic fat,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.freepressjournal.in/mumbai/nhrc-complaint-filed-over-tirupati-ghee-scandal-activist-calls-it-national-betrayal-of-faith,nearly 68 lakh kilograms of synthetic fat was allegedly used
Ghee,synthetic materials,1,1,0.95,0.95,0,0,0,1,,synthetic materials --detectedby--> Heat and sugar melting test,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/vijayawada/sit-faces-questions-over-shortcomings-in-tirupati-laddu-ghee-adulteration-probe/articleshow/128002821.cms,ghee was adulterated with synthetic materials
Ghee,synthetic substance,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/andhra-pradesh/ghee-adulteration-issue-ttd-chairman-seeks-deeper-sit-probe-into-money-trail/article70570737.ece,synthetic substance was procured in the name of ghee
Ghee,vegetable butter,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/news/national/gujarat-massive-adulterated-ghee-racket-busted-in-surat-2-arrested--1066385,vegetable ghee and vegetable butter
Ghee,î² sitosterol,1,1,0.95,0.95,0,0,0,2,,Î²-Sitosterol --detectedby--> CFTRI laboratory report; IncidentFinding: Ghee Adulteration at TTD --identifies--> Î²-Sitosterol,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/hyderabad/ttd-ghee-row-ap-govt-panel-submits-its-report-seeks-action-on-officials/articleshow/130723782.cms,confirmed adulteration through detection of Î²-Sitosterol
Khoya/mawa,fungal contamination,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/news/new-updates/1400-kg-fake-khoya-400-kilo-expired-ghee-and-paneer-seized-by-fssai-before-holi/articleshow/128938525.cms,fungal contamination in the product
Khoya/mawa,vanaspati,1,1,0.95,0.95,0,2,0,5,,vanaspati --detectedby--> Sugar test; vanaspati --detectedby--> Baudouin test; vanaspati --detectedby--> hydrochloric acid and sugar test; vanaspati ghee --detectedby--> chemical test with HCl and sugar; vanaspati --detectedby--> hydrochloric acid sugar test,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.freepressjournal.in/indore/madhya-pradesh-adulterated-khoya-ghee-seized-from-unhel-dairy-farm,khoya was being manufactured by adding artificial flavors and vanaspati ghee
Milk,alum,1,1,0.95,0.95,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/jaipur/350kg-paneer-650kg-milk-cake-destroyed-in-jaipur-ahead-of-diwali-for-suspected-adulteration/articleshow/124434918.cms,"producing adulterated milk cake using semolina, milk powder, refined soybean oil, liquid glucose, and alum"
Milk,calcium hydroxide,1,1,0.95,0.95,0,6,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/gurgaon/haryana-govt-tightens-food-safety-inspections-before-festive-rush/articleshow/123954497.cms,chuna (calcium hydroxide) instead of milk
Milk,carbonate oils,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://assamtribune.com/national/milk-adulteration-racket-uncovered-in-gujarats-amreli-one-held-with-fake-products-1555570,"milk was found to be made from harmful chemicals such as sulfates, phosphates, and carbonate oils"
Milk,carcinogenic toxics,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://countercurrents.org/2021/06/the-larger-issues-underlying-the-claim-of-cairn-energy-on-air-india/,breast milk has been contaminated with carcinogenic toxics
Milk,cereal flours,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/cities/Coimbatore/mobile-food-testing-laboratory-for-coimbatore-nilgiris-tiruppur-erode-launched/article66450822.ece,cereal flours... in milk
Milk,ddt,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.opindia.com/2026/02/punjab-2700-women-died-cancer-2025-13299-five-years-seechewal-links-surge-water-pollution-farm-chemicals/,presence of harmful chemicals such as DDT was detected in the breast milk
Milk,flour based substances,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/vigil-intensifies-amid-adulterated-milk-scare-in-tirupati-chittoor-districts-1939653,flour-based substances and other chemicals are added
Milk,gruel,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/southern-states/andhra-pradesh/vigil-intensifies-amid-adulterated-milk-scare-in-tirupati-chittoor-districts-1939653,"Urea, starch, gruel, detergent, maltodextrin, palm oil, flour-based substances and other chemicals are added"
Milk,insecticide,1,1,0.95,0.95,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/surat/mother-of-4-poisons-suffocates-husband-to-death-for-repeated-sexual-aggression/articleshow/127630213.cms,She allegedly mixed insecticide into the drink.
Milk,maltodextrin powder,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://assamtribune.com/national/milk-adulteration-racket-uncovered-in-gujarats-amreli-one-held-with-fake-products-1555570,"milk, adulterated with maltodextrin powder"
Milk,melamine,1,1,0.95,0.95,0,0,0,1,,melamine --detectedby--> field-level kits,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.sentinelassam.com/topheadlines/assam-sample-testing-detects-aggravated-food-adulteration,"unscrupulous traders use melamine, starch flour, glucose water, etc., in milk"
Milk,phosphates,1,1,0.95,0.95,0,32,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://assamtribune.com/national/milk-adulteration-racket-uncovered-in-gujarats-amreli-one-held-with-fake-products-1555570,"milk was found to be made from harmful chemicals such as sulfates, phosphates, and carbonate oils"
Milk,rat poison,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/fed-up-of-repeated-physical-sexual-torture-wife-kills-man-in-surat-3331810/,mixing rat poison in turmeric milk
Milk,selfoss,2,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/nation/2025/Jul/31/gujarat-woman-dies-by-suicide-after-poisoning-seven-year-old-son-financial-woes-suspected,mixed the same in her son's milk
Milk,synthetic ghee,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/amaravati/ttd-laddu-ghee-adulteration-case-cbi-sit-files-chargesheet-names-36-accused/articleshow/127362854.cms,supply 68 lakh kgs of synthetic ghee without procuring even a single drop of milk
Mustard oil,argemone,2,1,0.95,0.95,0,0,0,1,,argemone --detectedby--> LaboratoryTest,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/chandigarh/health-crisis-in-nabha-urgent-advisory-after-fatal-dropsy-cases/articleshow/114230683.cms,Oil tested positive for argemone.
Mustard oil,artificial colour,1,1,0.95,0.95,0,0,0,3,,"Test in Warm Water --producesindicator--> excessive residue, artificial color, or separates unnaturally; artificial colour --detectedby--> warm water soak test",0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/ranchi/building-a-healthy-platter/articleshow/121853891.cms,presence of artificial colour to make it appear like pure mustard oil
Mustard oil,cotton seed oil,1,1,0.95,0.95,0,11,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,containing cheap cotton seed oil
Mustard oil,dyes,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,blending rice bran oil with deadly dyes and chemicals
Mustard oil,hexane,1,1,0.95,0.95,0,16,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,excess percentage of hexane
Mustard oil,synthetic mustard essence,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,"In mustard oil, we have found cheaper oils mixed with artificial colours and synthetic mustard essence"
