keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context
ginger-garlic paste,phrase_frequency; tfidf,2,0.666667,3,1,0.122718,0.0,0.053571,0.111111,0.13432,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...ch targeted a wide range of items, including bakery products, sweets, salty snacks, edible oils, wheat flour, ginger-garlic paste, meat products, ice creams, and sauces. In a major crackdown on food adulteration and illegal manufacturing,..."
seizing,phrase_frequency; tfidf,2,0.666667,3,1,0.122718,0.0,0.053571,0.111111,0.13432,other_candidate,drop,low score or outside edible-oil/adulteration scope,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...et busted in Hyderabad; oil, namkeen worth lakhs seized Sources revealed that the police had major success in seizing 5,026 litres of oil and 5,192 kilograms of wheat during the operation, which targeted a wide range of items,..."
olive oil,phrase_frequency; tfidf,2,0.666667,3,1,0.118631,0.0,0.053571,0.111111,0.13289,other_candidate,drop,low score or outside edible-oil/adulteration scope,12,"Paneer adulterated with vegetable oil, FDA collects samples | Noida News - Times of India",https://timesofindia.indiatimes.com/city/noida/paneer-adulterated-with-vegetable-oil-fda-collects-samples/articleshow/112664642.cms,"...a conspiracy to undermine milk producers, while genuine issues like adulterated paneer go unaddressed. How is olive oil different from mustard oil?Mustard oil, derived from mustard seeds, has been a staple in Indian cuisine, know..."
vegetable,phrase_frequency; tfidf,2,0.666667,3,1,0.118631,0.0,0.053571,0.111111,0.13289,other_candidate,drop,low score or outside edible-oil/adulteration scope,12,"Paneer adulterated with vegetable oil, FDA collects samples | Noida News - Times of India",https://timesofindia.indiatimes.com/city/noida/paneer-adulterated-with-vegetable-oil-fda-collects-samples/articleshow/112664642.cms,"NOIDA: A Greater Noida resident claimed a block of paneer he bought from a local store was laced with vegetable oil â a commonly used as adulterant to keep cottage cheese soft for long. Gaurav Kumar Yadav, a resident of..."
canva upfsda,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,page boilerplate,,,,
canva upfsda upfsda,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,page boilerplate,,,,
canva upfsda upfsda february,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,page boilerplate,,,,
credits fssai,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,enforcement/evidence,drop,boilerplate or incomplete phrase,,,,
credits fssai canva,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,enforcement/evidence,drop,boilerplate or incomplete phrase,,,,
credits fssai canva upfsda,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,enforcement/evidence,drop,boilerplate or incomplete phrase,,,,
february pic,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
february pic twitter,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
february pic twitter com/uj3ip5tpis,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
fssai canva,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,enforcement/evidence,drop,page boilerplate,,,,
fssai canva upfsda,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,enforcement/evidence,drop,page boilerplate,,,,
fssai canva upfsda upfsda,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,enforcement/evidence,drop,page boilerplate,,,,
pic twitter,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
pic twitter com/uj3ip5tpis,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
twitter com/uj3ip5tpis,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
upfsda february,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
upfsda february pic,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
upfsda february pic twitter,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
upfsda upfsda,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
upfsda upfsda february,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
upfsda upfsda february pic,tfidf,1,0.333333,0,0,0.257507,0.0,0.0,0.0,0.123461,other_candidate,drop,outside edible-oil/adulteration domain,,,,
fake,phrase_frequency,1,0.333333,4,4,0.0,0.0,0.071429,0.444444,0.110714,adulteration/fraud,drop,weak domain term below threshold,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...cases and busted manufacturing units that were preparing ginger-garlic paste using harmful preservatives and fake branding. Following the raids, the police urged citizens to purchase food products only from licensed vendors..."
manufacturing unit,phrase_frequency,1,0.333333,4,4,0.0,0.0,0.071429,0.444444,0.110714,other_candidate,drop,outside edible-oil/adulteration domain,2,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,"...Governmentâs âShuddh Aahar Milawat Par Vaarâ campaign, authorities raided an illegal adulterated ghee and oil manufacturing unit in Pokaran late Sunday night and seized more than 14,000 kilograms of adulterated ghee and edible oil. The o..."
commissioner food,phrase_frequency; tfidf,2,0.666667,0,0,0.11525,0.0,0.0,0.0,0.107004,other_candidate,drop,outside edible-oil/adulteration domain,,,,
litres edible,phrase_frequency; tfidf,2,0.666667,0,0,0.111396,0.0,0.0,0.0,0.105655,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
rs lakh,tfidf,1,0.333333,0,0,0.186799,0.0,0.0,0.0,0.098713,other_candidate,drop,outside edible-oil/adulteration domain,,,,
life threatening,tfidf,1,0.333333,2,1,0.108161,0.0,0.035714,0.111111,0.093214,other_candidate,drop,outside edible-oil/adulteration domain,11,15000 litres of adulterated cooking oil seized by FSSAI,https://timesofindia.indiatimes.com/life-style/food-news/15000-litres-of-adulterated-cooking-oil-seized-by-fssai/photostory/70872567.cms,...egetables and fruits are adulterated with dye to make the stale variety appear fresh. Adulterated food can be life threatening and can lead to multiple health issues that can be life threatening. A new entrant to the adulterated food li...
oil tins,tfidf,1,0.333333,2,1,0.108161,0.0,0.035714,0.111111,0.093214,other_candidate,drop,low score or outside edible-oil/adulteration scope,11,15000 litres of adulterated cooking oil seized by FSSAI,https://timesofindia.indiatimes.com/life-style/food-news/15000-litres-of-adulterated-cooking-oil-seized-by-fssai/photostory/70872567.cms,"...India (FSSAI) seized around 1500 litres of unlabelled cooking oil, on suspicion of it being adulterated. The oil tins were stocked in a warehouse near a town called Anur, Coimbatore, and were immediately seized. The warehouse b..."
per litre,tfidf,1,0.333333,2,1,0.108161,0.0,0.035714,0.111111,0.093214,other_candidate,drop,outside edible-oil/adulteration domain,11,15000 litres of adulterated cooking oil seized by FSSAI,https://timesofindia.indiatimes.com/life-style/food-news/15000-litres-of-adulterated-cooking-oil-seized-by-fssai/photostory/70872567.cms,"...ory. Further action will be taken based on the test results.” The duo was mixing super olein, which costs ₹70 per litre, and selling the adulterated groundnut oil for a price ranging from ₹240 to ₹280 per litre. They were selling..."
worth rs lakh,tfidf,1,0.333333,0,0,0.135503,0.0,0.0,0.0,0.080759,other_candidate,drop,outside edible-oil/adulteration domain,,,,
manufacturing units,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.053571,0.222222,0.074702,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...tions without valid FSSAI certification or trade licences. Overall, the police registered 22 cases and busted manufacturing units that were preparing ginger-garlic paste using harmful preservatives and fake branding. Following the raids, t..."
special team,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.053571,0.222222,0.074702,other_candidate,drop,non-oil food context without edible-oil signal,2,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,...on is being described as the largest crackdown on the fake ghee and oil trade in Jaisalmer district so far. A special team from the Food Safety Department headquarters in Jaipur conducted a surprise raid at a residential property in...
authorities found,phrase_frequency,1,0.333333,2,2,0.0,0.0,0.035714,0.222222,0.072024,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...arrested 10 people associated with a tea-powder adulteration racket and seized a large quantity of products. ""Authorities found 10 tea godowns containing adulterated stock. Around 3000 kg of adulterated tea powder, 1500 kg of expired tea..."
highly unhygienic,phrase_frequency,1,0.333333,2,2,0.0,0.0,0.035714,0.222222,0.072024,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...red ingredients, synthetic food colours, and hazardous chemicals. Many establishments were found operating in highly unhygienic conditions without valid FSSAI certification or trade licences. Overall, the police registered 22 cases and b..."
large quantity,phrase_frequency,1,0.333333,2,2,0.0,0.0,0.035714,0.222222,0.072024,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...parate incident, police also arrested 10 people associated with a tea-powder adulteration racket and seized a large quantity of products. ""Authorities found 10 tea godowns containing adulterated stock. Around 3000 kg of adulterated te..."
major crackdown,phrase_frequency,1,0.333333,2,2,0.0,0.0,0.035714,0.222222,0.072024,enforcement/evidence,drop,weak domain term below threshold,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...ets, salty snacks, edible oils, wheat flour, ginger-garlic paste, meat products, ice creams, and sauces. In a major crackdown on food adulteration and illegal manufacturing, the Cyberabad Enforcement Wing carried out extensive search o..."
unhygienic conditions,phrase_frequency,1,0.333333,2,2,0.0,0.0,0.035714,0.222222,0.072024,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...redients, synthetic food colours, and hazardous chemicals. Many establishments were found operating in highly unhygienic conditions without valid FSSAI certification or trade licences. Overall, the police registered 22 cases and busted manuf..."
litre selling,tfidf,1,0.333333,0,0,0.108161,0.0,0.0,0.0,0.07119,other_candidate,drop,outside edible-oil/adulteration domain,,,,
per litre selling,tfidf,1,0.333333,0,0,0.108161,0.0,0.0,0.0,0.07119,other_candidate,drop,outside edible-oil/adulteration domain,,,,
lodha colony,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.053571,0.111111,0.058036,other_candidate,drop,outside edible-oil/adulteration domain,2,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,"...from the Food Safety Department headquarters in Jaipur conducted a surprise raid at a residential property in Lodha Colony, Pokaran, where adulterated ghee and oil were being manufactured and packaged on a large scale. During the o..."
adulteration racket,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,adulteration/fraud,drop,weak domain term below threshold,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized Sources revealed that the police had major success in se..."
bakery products,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,non-oil food context without edible-oil signal,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...res of oil and 5,192 kilograms of wheat during the operation, which targeted a wide range of items, including bakery products, sweets, salty snacks, edible oils, wheat flour, ginger-garlic paste, meat products, ice creams, and sauces...."
expired tea,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,non-oil food context without edible-oil signal,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...ities found 10 tea godowns containing adulterated stock. Around 3000 kg of adulterated tea powder, 1500 kg of expired tea powder, and synthetic colour and jaggery items were seized. Hyderabad, known for its tea culture, is facing a..."
including bakery,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,non-oil food context without edible-oil signal,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...5,026 litres of oil and 5,192 kilograms of wheat during the operation, which targeted a wide range of items, including bakery products, sweets, salty snacks, edible oils, wheat flour, ginger-garlic paste, meat products, ice creams, and..."
including bakery products,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,non-oil food context without edible-oil signal,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...5,026 litres of oil and 5,192 kilograms of wheat during the operation, which targeted a wide range of items, including bakery products, sweets, salty snacks, edible oils, wheat flour, ginger-garlic paste, meat products, ice creams, and sauces...."
major success,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized Sources revealed that the police had major success in seizing 5,026 litres of oil and 5,192 kilograms of wheat during the operation, which targeted a wide range..."
meat products,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,non-oil food context without edible-oil signal,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...nge of items, including bakery products, sweets, salty snacks, edible oils, wheat flour, ginger-garlic paste, meat products, ice creams, and sauces. In a major crackdown on food adulteration and illegal manufacturing, the Cyberabad E..."
salty snacks,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...grams of wheat during the operation, which targeted a wide range of items, including bakery products, sweets, salty snacks, edible oils, wheat flour, ginger-garlic paste, meat products, ice creams, and sauces. In a major crackdown o..."
wheat flour,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,non-oil food context without edible-oil signal,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...peration, which targeted a wide range of items, including bakery products, sweets, salty snacks, edible oils, wheat flour, ginger-garlic paste, meat products, ice creams, and sauces. In a major crackdown on food adulteration and il..."
wide range,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.035714,0.111111,0.055357,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...or success in seizing 5,026 litres of oil and 5,192 kilograms of wheat during the operation, which targeted a wide range of items, including bakery products, sweets, salty snacks, edible oils, wheat flour, ginger-garlic paste, mea..."
seized large,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.017857,0.111111,0.052679,enforcement/evidence,drop,weak domain term below threshold,9,Tea to ice-creams: Food adulteration on the rise in Hyderabad | Hyderabad News - Times of India,https://timesofindia.indiatimes.com/city/hyderabad/tea-to-ice-creams-food-adulteration-on-the-rise-in-hyderabad/articleshow/108746726.cms,"...authorities. While GHMC and police officials have carried out a slew of crackdowns in recent times and even seized large quantities of adulterated products, they say itâs only the tip of the iceberg. According to them, the adulter..."
sources revealed,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.017857,0.111111,0.052679,other_candidate,drop,boilerplate or incomplete phrase,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized Sources revealed that the police had major success in seizing 5,026 litres of oil and 5,192 kilograms of wheat during the oper..."
team from the food,yake,1,0.333333,1,1,0.0,0.0,0.017857,0.111111,0.052679,other_candidate,drop,non-oil food context without edible-oil signal,2,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,"...ing described as the largest crackdown on the fake ghee and oil trade in Jaisalmer district so far. A special team from the Food Safety Department headquarters in Jaipur conducted a surprise raid at a residential property in Lodha Colony,..."
without valid,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.017857,0.111111,0.052679,other_candidate,drop,outside edible-oil/adulteration domain,1,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,"...od colours, and hazardous chemicals. Many establishments were found operating in highly unhygienic conditions without valid FSSAI certification or trade licences. Overall, the police registered 22 cases and busted manufacturing units..."
action taken,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
crackdown food,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,enforcement/evidence,drop,weak domain term below threshold,,,,
creams sauces,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
flour ginger-garlic,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
food safety standards,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,enforcement/evidence,drop,weak domain term below threshold,,,,
items including,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
items including bakery,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
kilograms adulterated,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,adulteration/fraud,drop,weak domain term below threshold,,,,
kilograms wheat,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
kilograms wheat operation,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
litres oil,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
litres oil kilograms,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
major success seizing,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
oil kilograms,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
oil kilograms wheat,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
oils wheat,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
operation targeted,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
operation targeted wide,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
paste meat,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
police major,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
police major success,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
products ice,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
products sweets,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
range items,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
range items including,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
revealed police,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
revealed police major,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
safety standards,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
samples sent,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,enforcement/evidence,drop,weak domain term below threshold,,,,
seizing litres,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
seizing litres oil,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
snacks edible,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
sources revealed police,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,boilerplate or incomplete phrase,,,,
success seizing,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
success seizing litres,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,low score or outside edible-oil/adulteration scope,,,,
sweets salty,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
targeted wide,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
targeted wide range,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
wheat operation,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
wheat operation targeted,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,non-oil food context without edible-oil signal,,,,
wide range items,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
worth lakh,phrase_frequency,1,0.333333,0,0,0.0,0.0,0.0,0.0,0.033333,other_candidate,drop,outside edible-oil/adulteration domain,,,,
