snippet_id,source_id,source_file,source_type,chunk_index,subject,subject_type,subject_id,predicate,object,object_type,object_id,confidence,evidence_span
386b1c27-49a4-43e7-b4b1-3457f9466a37_chunk_0003,386b1c27-49a4-43e7-b4b1-3457f9466a37,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,news,3,vegetable oil,fflo:Adulterant,,fflo:detectedBy,Sugar test,fflo:FieldTest,,0.9,indicates the presence of foreign substances like vegetable oil
386b1c27-49a4-43e7-b4b1-3457f9466a37_chunk_0003,386b1c27-49a4-43e7-b4b1-3457f9466a37,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,news,3,Sugar test,fflo:FieldTest,,fflo:producesIndicator,pink or red colour,fflo:DetectionIndicator,,0.9,If a pink or red colour develops
386b1c27-49a4-43e7-b4b1-3457f9466a37_chunk_0003,386b1c27-49a4-43e7-b4b1-3457f9466a37,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,news,3,vanaspati,fflo:Adulterant,,fflo:detectedBy,Sugar test,fflo:FieldTest,,0.9,indicates the presence of adulterants like vanaspati
386b1c27-49a4-43e7-b4b1-3457f9466a37_chunk_0003,386b1c27-49a4-43e7-b4b1-3457f9466a37,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,news,3,starch,fflo:NaturalAdulterant,,fflo:detectedBy,Sugar test,fflo:FieldTest,,0.85,indicates the presence of adulterants like vanaspati or starch
386b1c27-49a4-43e7-b4b1-3457f9466a37_chunk_0003,386b1c27-49a4-43e7-b4b1-3457f9466a37,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,news,3,ghee,fkg:Food,,fflo:hasAdulterant,starch,fflo:Adulterant,,0.8,some adulterants in ghee include starch
386d6bcc-3439-4838-92bd-e93468833498_chunk_0002,386d6bcc-3439-4838-92bd-e93468833498,https://www.thehansindia.com/andhra-pradesh/cbi-led-sit-intensifies-probe-into-adulterated-ghee-controversy-929831,news,2,ghee quality testing,fso:Analysis,,fso:isPerformedAt,Gujarat lab,fso:Laboratory,,0.85,samples were sent to a Gujarat lab
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0001,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,1,Ghee,fkg:Food,,fflo:hasAdulterant,Palm oil,fflo:NaturalAdulterant,,0.95,using cheaper palm oil and vegetable fats to adulterate ghee
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0001,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,1,Ghee,fkg:Food,,fflo:hasAdulterant,Vegetable fats,fflo:NaturalAdulterant,,0.95,using cheaper palm oil and vegetable fats to adulterate ghee
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0001,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,1,Ghee,fkg:Food,,fflo:hasAdulterant,Palm oil,fflo:NaturalAdulterant,,0.85,using cheaper palm oil and vegetable fats to adulterate ghee
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0001,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,1,Ghee substandard finding,fflo:IncidentFinding,,fflo:foundAtStep,Processing,fflo:SupplyChainStep,,0.85,"At another dairy, nearly 11 tons of ghee"
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0001,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,1,Ghee seizure in Banaskantha,fflo:IncidentFinding,,fflo:foundAtStep,Processing,fflo:SupplyChainStep,,0.85,"in Banaskantha district, authorities seized 824kg of suspicious ghee"
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0001,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,1,Ghee seizure in Gujarat,fflo:IncidentFinding,,fflo:inRegion,Gujarat,fflo:GeographicRegion,,0.95,seized in Gujarat
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0001,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,1,Substandard ghee finding in Surat,fflo:IncidentFinding,,fflo:inRegion,Surat,fflo:GeographicRegion,,0.95,dairy farm in Surat faced the largest seizure
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0001,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,1,Seizure of 824kg suspicious ghee in Banaskantha,fflo:IncidentFinding,,fflo:inRegion,Banaskantha,fflo:GeographicRegion,,0.95,"in Banaskantha district, authorities seized 824kg of suspicious ghee"
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0002,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,2,ghee,fkg:Food,,fflo:hasAdulterant,palm oil,fflo:NaturalAdulterant,,0.95,palm oil ... specifically earmarked for ghee adulteration
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0002,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,2,ghee,fkg:Food,,fflo:hasAdulterant,RBD palm oil,fflo:NaturalAdulterant,,0.95,confiscation of 11 tons of RBD palm oil
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0002,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,2,ghee,fkg:Food,,fflo:hasAdulterant,vanaspati,fflo:NaturalAdulterant,,0.9,seizures included 2.7 tonnes of palm oil and vanaspati
38d24327-d93d-472b-99ac-246351c7dbfd_chunk_0002,38d24327-d93d-472b-99ac-246351c7dbfd,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-crackdown-12-tonnes-of-adulterated-ghee-worth-rs-81-lakh-seized-in-gujarat/articleshow/123621079.cms,news,2,ghee,fkg:Food,,fflo:hasAdulterant,vegetable fat,fflo:NaturalAdulterant,,0.9,208kg of vegetable fat
3911de79-cbfd-4eaa-9311-207b452faa93_chunk_0001,3911de79-cbfd-4eaa-9311-207b452faa93,https://timesofindia.indiatimes.com/city/vijayawada/laddu-ghee-case-hc-dismisses-bail-plea-of-former-ttd-chairmans-pa/articleshow/125987137.cms,news,1,Laddu ghee adulteration case,fflo:AdulterationAct,,prov:used,ghee,fkg:Food,,0.95,alleged laddu ghee adulteration case
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,milk,fkg:Food,,fflo:hasAdulterant,water,fflo:NaturalAdulterant,,0.95,"In milk, we frequently find water adulteration"
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,curd,fkg:Food,,fflo:hasAdulterant,milk powder,fflo:NaturalAdulterant,,0.95,use of milk powder in curd
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,paneer,fkg:Food,,fflo:hasAdulterant,starch,fflo:NaturalAdulterant,,0.95,starch ... in paneer and khowa
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,khowa,fkg:Food,,fflo:hasAdulterant,starch,fflo:NaturalAdulterant,,0.95,starch ... in paneer and khowa
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,milk,fkg:Food,,fflo:hasAdulterant,cheap oils,fflo:NaturalAdulterant,,0.9,milk fat is replaced with cheap oils
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,milk,fkg:Food,,fflo:hasAdulterant,vanaspati,fflo:Adulterant,,0.9,milk fat is replaced with cheap oils or vanaspati
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,ghee,fkg:Food,,fflo:hasAdulterant,artificial fragrances,fflo:SyntheticAdulterant,,0.95,Ghee has shown traces of artificial fragrances
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,ghee,fkg:Food,,fflo:hasAdulterant,non-edible oils,fflo:Adulterant,,0.95,Ghee has shown traces of ... non-edible oils
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,chhena,fkg:Food,,fflo:hasAdulterant,starch,fflo:NaturalAdulterant,,0.9,"Sweets made from milk products like paneer, chhena, and khowa often contain starch"
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0001,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,1,mustard oil,fkg:Food,,fflo:hasAdulterant,artificial colours,fflo:SyntheticAdulterant,,0.95,"In mustard oil, we have found cheaper oils mixed with artificial colours"
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0002,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,2,turmeric,fkg:Food,,fflo:hasAdulterant,lead chromate,fflo:SyntheticAdulterant,,0.95,"In turmeric, both whole and powdered, lead chromate and rice flour are common adulterants."
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0002,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,2,turmeric,fkg:Food,,fflo:hasAdulterant,rice flour,fflo:NaturalAdulterant,,0.95,"In turmeric, both whole and powdered, lead chromate and rice flour are common adulterants."
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0002,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,2,red chilli powder,fkg:Food,,fflo:hasAdulterant,coloured stems,fflo:NaturalAdulterant,,0.9,Red chilli powder often contains coloured stems and dust.
394a5ff5-76f3-4885-87ed-4a6879611c22_chunk_0002,394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,news,2,red chilli powder,fkg:Food,,fflo:hasAdulterant,dust,fflo:ContaminantAdulterant,,0.85,Red chilli powder often contains coloured stems and dust.
39540b9b-2e74-4ecd-9515-25caaf4e0a79_chunk_0001,39540b9b-2e74-4ecd-9515-25caaf4e0a79,https://www.mid-day.com/news/opinion/article/quality-checks-for-food-should-be-a-year-round-activity-23599557,news,1,"Seizure of 8,03,942 kg suspicious food stock",fflo:RegulatoryAction,,fflo:issuedBy,Maharashtra FDA,fflo:RegulatoryBody,,0.95,"FDA seized over 8,03,942 kg of suspicious food stock"
39540b9b-2e74-4ecd-9515-25caaf4e0a79_chunk_0001,39540b9b-2e74-4ecd-9515-25caaf4e0a79,https://www.mid-day.com/news/opinion/article/quality-checks-for-food-should-be-a-year-round-activity-23599557,news,1,Legal action against violators,fflo:RegulatoryAction,,fflo:issuedBy,Maharashtra FDA,fflo:RegulatoryBody,,0.95,initiating further legal action against violators
39540b9b-2e74-4ecd-9515-25caaf4e0a79_chunk_0001,39540b9b-2e74-4ecd-9515-25caaf4e0a79,https://www.mid-day.com/news/opinion/article/quality-checks-for-food-should-be-a-year-round-activity-23599557,news,1,Mislabeling,fflo:AdulterationMethod,,fflo:hasFraudType,Mislabeling,fflo:FraudType,,0.85,eight misbranded for misleading labels
39540b9b-2e74-4ecd-9515-25caaf4e0a79_chunk_0001,39540b9b-2e74-4ecd-9515-25caaf4e0a79,https://www.mid-day.com/news/opinion/article/quality-checks-for-food-should-be-a-year-round-activity-23599557,news,1,Substandard food,fflo:IncidentFinding,,fflo:constitutes,Violation of Food Standard,fflo:Violation,,0.85,51 were substandard
399d16e7-1045-444e-8088-aa754099914f_chunk_0001,399d16e7-1045-444e-8088-aa754099914f,https://indianexpress.com/article/entertainment/bollywood/gaurav-taneja-flying-beast-dairy-farm-fake-paneer-can-pass-iodine-test-9964881/,news,1,adulterated paneer claim,fflo:IncidentFinding,,prov:wasAttributedTo,Torii,fflo:FoodBusinessOperator,,0.85,influencer claimed that it is using adulterated paneer
399d16e7-1045-444e-8088-aa754099914f_chunk_0002,399d16e7-1045-444e-8088-aa754099914f,https://indianexpress.com/article/entertainment/bollywood/gaurav-taneja-flying-beast-dairy-farm-fake-paneer-can-pass-iodine-test-9964881/,news,2,butter,fkg:Food,,fflo:hasIngredient,yogurt,fkg:Ingredient,,0.85,churning some butter from yogurt
399d16e7-1045-444e-8088-aa754099914f_chunk_0002,399d16e7-1045-444e-8088-aa754099914f,https://indianexpress.com/article/entertainment/bollywood/gaurav-taneja-flying-beast-dairy-farm-fake-paneer-can-pass-iodine-test-9964881/,news,2,A2 ghee,fkg:Food,,fflo:hasIngredient,butter,fkg:Ingredient,,0.9,used the same butter to make A2 ghee
399d16e7-1045-444e-8088-aa754099914f_chunk_0004,399d16e7-1045-444e-8088-aa754099914f,https://indianexpress.com/article/entertainment/bollywood/gaurav-taneja-flying-beast-dairy-farm-fake-paneer-can-pass-iodine-test-9964881/,news,4,starch,fflo:NaturalAdulterant,,fflo:detectedBy,iodine test,fflo:FieldTest,,0.9,The iodine test reflects the presence of starch
399d16e7-1045-444e-8088-aa754099914f_chunk_0004,399d16e7-1045-444e-8088-aa754099914f,https://indianexpress.com/article/entertainment/bollywood/gaurav-taneja-flying-beast-dairy-farm-fake-paneer-can-pass-iodine-test-9964881/,news,4,iodine test,fflo:FieldTest,,fflo:producesIndicator,presence of starch,fflo:DetectionIndicator,,0.95,The iodine test reflects the presence of starch
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0001,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,1,Tirumala laddu ghee adulteration,fflo:AdulterationAct,,prov:wasAssociatedWith,Vaishnavi Dairy,fflo:FoodBusinessOperator,,0.95,"former CEO of Vaishnavi Dairy, Srikalahasti, who reportedly played a key role in sending the rejected ghee tankers"
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0001,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,1,Tirumala laddu ghee adulteration case,fflo:IncidentFinding,,fflo:inRegion,Tirupati,fflo:GeographicRegion,,0.85,TIRUPATI: In the Tirumala laddu ghee adulteration case
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0002,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,2,ghee adulteration act,fflo:AdulterationAct,,prov:wasAssociatedWith,Raju Rajashekaran,fflo:FoodBusinessOperator,,0.85,"bail petition was filed by A2, AR Dairy MD Raju Rajashekaran"
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0002,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,2,ghee adulteration act,fflo:AdulterationAct,,prov:wasAssociatedWith,Bhole Baba Organic Dairy,fflo:FoodBusinessOperator,,0.9,Bhole Baba Organic Dairy of Uttarakhand played a key role in the supply of adulterated ghee
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0002,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,2,ghee adulteration act,fflo:AdulterationAct,,prov:wasAssociatedWith,Pomil Jain,fflo:FoodBusinessOperator,,0.9,Its directors Pomil Jain and Vipin Jain colluded with AR Dairy
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0002,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,2,ghee adulteration act,fflo:AdulterationAct,,prov:wasAssociatedWith,Vipin Jain,fflo:FoodBusinessOperator,,0.9,Its directors Pomil Jain and Vipin Jain colluded with AR Dairy
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0002,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,2,ghee adulteration act,fflo:AdulterationAct,,prov:wasAssociatedWith,Vaishnavi Dairy,fflo:FoodBusinessOperator,,0.9,"Vaishnavi Dairy submitted a tender in the name of AR Dairy, and supplied ghee by creating false documents"
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0002,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,2,ghee adulteration act,fflo:AdulterationAct,,prov:wasAssociatedWith,AR Dairy,fflo:FoodBusinessOperator,,0.9,colluded with AR Dairy to supply the adulterated ghee
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0002,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,2,ghee adulteration act,fflo:AdulterationAct,,prov:used,ghee,fkg:Food,,0.9,supply of adulterated ghee to the TTD
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0002,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,2,ghee adulteration method,fflo:AdulterationMethod,,fflo:hasFraudType,Mislabeling,fflo:FraudType,,0.85,supplied ghee by creating false documents and FSSAI returns
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0003,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,3,ghee adulteration incident,fflo:IncidentFinding,,prov:wasAttributedTo,Vaishnavi Dairy,fflo:FoodBusinessOperator,,0.85,A6 Vaishnavi Dairy... are named in the SIT report
39a9fb26-817d-404e-a150-4e4c5ebc037c_chunk_0003,39a9fb26-817d-404e-a150-4e4c5ebc037c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Feb/12/manhunt-launched-for-ex-ceo-of-vaishnavi-dairy-in-tirumala-laddu-ghee-adulteration-case,news,3,ghee adulteration incident,fflo:IncidentFinding,,prov:wasAttributedTo,Bhole Baba Dairy,fflo:FoodBusinessOperator,,0.85,A7 Bhole Baba Dairy are named in the SIT report
39e61860-2a60-448c-838e-a7f01e4d0c5c_chunk_0001,39e61860-2a60-448c-838e-a7f01e4d0c5c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/20/sit-to-grill-ttd-chairman-yv-subba-reddy-in-ghee-case-in-hyderabad-today,news,1,TTD laddu ghee adulteration scandal,fflo:IncidentFinding,,prov:wasAttributedTo,YV Subba Reddy,fflo:FoodBusinessOperator,,0.85,investigation into the TTD laddu ghee adulteration scandal
39e61860-2a60-448c-838e-a7f01e4d0c5c_chunk_0001,39e61860-2a60-448c-838e-a7f01e4d0c5c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/20/sit-to-grill-ttd-chairman-yv-subba-reddy-in-ghee-case-in-hyderabad-today,news,1,supply of adulterated ghee tankers,fflo:AdulterationAct,,prov:wasAssociatedWith,Premier Dairy,fflo:FoodBusinessOperator,,0.85,supply of adulterated ghee tankers through Premier Dairy
39e61860-2a60-448c-838e-a7f01e4d0c5c_chunk_0001,39e61860-2a60-448c-838e-a7f01e4d0c5c,https://www.newindianexpress.com/states/andhra-pradesh/2025/Nov/20/sit-to-grill-ttd-chairman-yv-subba-reddy-in-ghee-case-in-hyderabad-today,news,1,Chinna Appanna,fflo:FoodBusinessOperator,,fflo:hasIntentionality,Intentional,fflo:IntentionalityLevel,,0.75,orchestrating the supply of adulterated ghee
3b1ac1ad-b9b5-4146-9557-f5a48bd9b128_chunk_0001,3b1ac1ad-b9b5-4146-9557-f5a48bd9b128,https://timesofindia.indiatimes.com/life-style/beauty/ghee-benefits-for-skin-why-dermatologists-are-supporting-this-traditional-skincare-remedy/articleshow/130617299.cms,news,1,ghee,fkg:Food,,fkg:hasIngredient,Butyric Acid,fkg:Ingredient,,0.95,The star player here is Butyric Acid.
3b1ac1ad-b9b5-4146-9557-f5a48bd9b128_chunk_0001,3b1ac1ad-b9b5-4146-9557-f5a48bd9b128,https://timesofindia.indiatimes.com/life-style/beauty/ghee-benefits-for-skin-why-dermatologists-are-supporting-this-traditional-skincare-remedy/articleshow/130617299.cms,news,1,ghee,fkg:Food,,fkg:hasIngredient,Conjugated Linoleic Acid,fkg:Ingredient,,0.95,Add in a heavy dose of Conjugated Linoleic Acid (CLA)
3b1ac1ad-b9b5-4146-9557-f5a48bd9b128_chunk_0001,3b1ac1ad-b9b5-4146-9557-f5a48bd9b128,https://timesofindia.indiatimes.com/life-style/beauty/ghee-benefits-for-skin-why-dermatologists-are-supporting-this-traditional-skincare-remedy/articleshow/130617299.cms,news,1,ghee,fkg:Food,,fkg:hasIngredient,fat-soluble vitamins,fkg:Ingredient,,0.9,"and fat-soluble vitamins, and you have a potent mix."
3b1ac1ad-b9b5-4146-9557-f5a48bd9b128_chunk_0002,3b1ac1ad-b9b5-4146-9557-f5a48bd9b128,https://timesofindia.indiatimes.com/life-style/beauty/ghee-benefits-for-skin-why-dermatologists-are-supporting-this-traditional-skincare-remedy/articleshow/130617299.cms,news,2,Shata Dhauta Ghrita,fkg:Food,,fflo:hasDefinition,washed ghee,xsd:string,,0.95,"Shata Dhauta Ghrita, or washed ghee"
3c0e9d23-f858-47eb-8e7a-23db1d42822a_chunk_0001,3c0e9d23-f858-47eb-8e7a-23db1d42822a,https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,news,1,ghee,fkg:Food,,fflo:hasAdulterant,coconut oil,fflo:NaturalAdulterant,,0.9,preparing spurious ghee using coconut and palm oil
3c0e9d23-f858-47eb-8e7a-23db1d42822a_chunk_0001,3c0e9d23-f858-47eb-8e7a-23db1d42822a,https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,news,1,ghee,fkg:Food,,fflo:hasAdulterant,palm oil,fflo:NaturalAdulterant,,0.9,preparing spurious ghee using coconut and palm oil
3c0e9d23-f858-47eb-8e7a-23db1d42822a_chunk_0001,3c0e9d23-f858-47eb-8e7a-23db1d42822a,https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,news,1,ghee,fkg:Food,,fflo:hasAdulterationMethod,substitution with coconut and palm oil,fflo:AdulterationMethod,,0.85,preparing spurious ghee using coconut and palm oil
3c0e9d23-f858-47eb-8e7a-23db1d42822a_chunk_0001,3c0e9d23-f858-47eb-8e7a-23db1d42822a,https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,news,1,substitution with coconut and palm oil,fflo:AdulterationMethod,,fflo:hasFraudType,Substitution,fflo:FraudType,,0.9,preparing spurious ghee using coconut and palm oil
