keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context,source_round_number,next_round_target,keyword_source_scope,keyword_source_article_count,example_article_id,example_domain,example_source,example_publication_date,example_human_label,example_word_count
collected samples,phrase_frequency; tfidf,2,0.666667,8,8,0.055804,0.0,0.013629,0.106667,0.104242,other_candidate,drop,low score or outside edible-oil/adulteration scope,16,"Loose Cooking Oil Seized, Fir Lodged Against Proprietor | Indore News - Times of India",https://timesofindia.indiatimes.com/city/indore/loose-cooking-oil-seized-fir-lodged-against-proprietor/articleshow/93627772.cms,"INDORE: Indore district administration on Wednesday collected samples of cooking oil from a wholesale shop and seized soyabean oil worth Rs 34,500 on suspicion adulteration. Actin...",1,2,human_relevant_articles_only,75,5e2a0e28-ddbc-4f64-8245-ec60dfe80e4f,timesofindia.indiatimes.com,indiatimes.com,2022-08-18,relevant,110
oil samples,phrase_frequency; tfidf,2,0.666667,11,7,0.058622,0.0,0.018739,0.093333,0.103995,other_candidate,drop,low score or outside edible-oil/adulteration scope,9,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,"...ife standards and prescribed standards of additives, it added. According to the survey findings, instances of oil samples failing in one or more categories were also observed in different oil types across states/UTs. In the label m...",1,2,human_relevant_articles_only,75,6dd945a7-2197-4323-b3dc-7b84b6513e2c,financialexpress.com,financialexpress.com,2021-12-29,relevant,466
total polar,phrase_frequency; tfidf,2,0.666667,13,6,0.061744,0.0,0.022147,0.08,0.103599,other_candidate,drop,outside edible-oil/adulteration domain,33,"Unsafe cooking oil, food items disposed of | Vadodara News - The Times of India",https://timesofindia.indiatimes.com/city/vadodara/unsafe-cooking-oil-food-items-disposed-of/articleshow/118691575.cms,"...s, 10 handcarts, and one restaurant in different parts of the city. The cooking oil used here was checked for total polar compounds, which are an indicator of the quality of oil. Officials found that 78kg of oil used for frying at...",1,2,human_relevant_articles_only,75,123b80bc-2f62-4cb0-bddf-d75e3fd9e490,timesofindia.indiatimes.com,indiatimes.com,2025-03-04,relevant,167
safety officers,phrase_frequency; tfidf,2,0.666667,9,7,0.051845,0.0,0.015332,0.093333,0.101112,other_candidate,drop,outside edible-oil/adulteration domain,1,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,"...into manufacturing should ensure that the edible oil is stored in hygienic conditions. In this case, our food safety officers found that the concerned owner was not just far from observing hygienic practices during the manufacturing pr...",1,2,human_relevant_articles_only,75,86bac12e-b8a4-4295-bbda-5e5606b6982b,timesofindia.indiatimes.com,indiatimes.com,2021-03-10,relevant,232
safety of the mustard,yake,1,0.333333,1,1,0.0,0.259835,0.001704,0.013333,0.100548,other_candidate,drop,low score or outside edible-oil/adulteration scope,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,...y were not of the required standard or quality. Chief Medical Officer Dr Omprakash Meena stated that the food safety of the mustard oil pouches was tested in the presence of the local administration on May 27. The test report was produced by...,1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
adulteration in the oils,yake,1,0.333333,2,2,0.0,0.247405,0.003407,0.026667,0.099696,adulteration/fraud,drop,weak domain term below threshold,9,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,...rds Authority of India (FSSAI) said states have been asked to intensify the enforcement drives to prevent the adulteration in the oils. The ministries of agriculture and food processing industries are being requested to integrate their efforts...,1,2,human_relevant_articles_only,75,6dd945a7-2197-4323-b3dc-7b84b6513e2c,financialexpress.com,financialexpress.com,2021-12-29,relevant,466
oil were also found,yake,1,0.333333,1,1,0.0,0.250287,0.001704,0.013333,0.098161,other_candidate,drop,low score or outside edible-oil/adulteration scope,31,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs | Vadodara News - Times of India",https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,"...ples were taken for testing. One person, Murtua Zabuawala, was detained from the unit. Empty barrels of palm oil were also found at the site. The tins on the truck did not have any stickers. Police suspect palm oil or adulterated oil was...",1,2,human_relevant_articles_only,75,00cec5e8-2bd1-48dc-8ad3-4387443be743,timesofindia.indiatimes.com,indiatimes.com,2024-12-10,relevant,257
polar compounds,phrase_frequency; tfidf,2,0.666667,12,4,0.057269,0.0,0.020443,0.053333,0.097777,other_candidate,drop,outside edible-oil/adulteration domain,33,"Unsafe cooking oil, food items disposed of | Vadodara News - The Times of India",https://timesofindia.indiatimes.com/city/vadodara/unsafe-cooking-oil-food-items-disposed-of/articleshow/118691575.cms,"...handcarts, and one restaurant in different parts of the city. The cooking oil used here was checked for total polar compounds, which are an indicator of the quality of oil. Officials found that 78kg of oil used for frying at these eate...",1,2,human_relevant_articles_only,75,123b80bc-2f62-4cb0-bddf-d75e3fd9e490,timesofindia.indiatimes.com,indiatimes.com,2025-03-04,relevant,167
food regulator,phrase_frequency; tfidf,2,0.666667,8,5,0.05399,0.0,0.013629,0.066667,0.097607,other_candidate,drop,outside edible-oil/adulteration domain,2,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,"Related To ensure that the prohibition is effectively enforced, the food regulator has issued an order on June 8 asking all the Commissioners of Food Safety of States/UTs and Central Licensing...",1,2,human_relevant_articles_only,75,068350a9-1c36-48c8-8fcd-7e5e55a45d21,economictimes.indiatimes.com,indiatimes.com,2021-06-09,relevant,107
quality of the oil,yake,1,0.333333,2,2,0.0,0.23511,0.003407,0.026667,0.096622,other_candidate,drop,low score or outside edible-oil/adulteration scope,7,SPECS presents report on adulteration in Mustard Oil,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,"...entage of hexane. The reason for a large number of health problems is because of the food, which includes the quality of the oil the food is cooked in. Mustard oil is found adulterated with cheap argemone oil which causes dropsy, stated D...",1,2,human_relevant_articles_only,75,126dd605-80a2-4c79-8f67-9c58cc4d3180,garhwalpost.in,garhwalpost.in,2021-10-30,relevant,336
total polar compounds,phrase_frequency; tfidf,2,0.666667,11,4,0.053354,0.0,0.018739,0.053333,0.096151,other_candidate,drop,outside edible-oil/adulteration domain,33,"Unsafe cooking oil, food items disposed of | Vadodara News - The Times of India",https://timesofindia.indiatimes.com/city/vadodara/unsafe-cooking-oil-food-items-disposed-of/articleshow/118691575.cms,"...s, 10 handcarts, and one restaurant in different parts of the city. The cooking oil used here was checked for total polar compounds, which are an indicator of the quality of oil. Officials found that 78kg of oil used for frying at these eate...",1,2,human_relevant_articles_only,75,123b80bc-2f62-4cb0-bddf-d75e3fd9e490,timesofindia.indiatimes.com,indiatimes.com,2025-03-04,relevant,167
oil was also seized,yake,1,0.333333,1,1,0.0,0.242046,0.001704,0.013333,0.0961,enforcement/evidence,drop,weak domain term below threshold,19,"16,600 Kg Mustard Oil Seized In Vki | Jaipur News - Times of India",https://timesofindia.indiatimes.com/city/jaipur/16600-kg-mustard-oil-seized-in-vki/articleshow/94848908.cms,"...was seized from Goyal Edible on Road Number 14 in VKI area. Samples were collected and 13,000 kgs of mustard oil was also seized from Goyal Oil and Dal Mill. Coriander powder was also seized from Surya Enterprises in VKI area, said offici...",1,2,human_relevant_articles_only,75,f34fca57-cea8-47c5-9e96-785e4d96c84b,timesofindia.indiatimes.com,indiatimes.com,2022-10-14,relevant,115
used cooking,phrase_frequency; tfidf,2,0.666667,11,4,0.048659,0.0,0.018739,0.053333,0.094508,other_candidate,drop,low score or outside edible-oil/adulteration scope,8,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,"...ingredients, thereby further aiding in maintenance of good health,â a study titled âAdulteration in commonly used cooking oils of Kolkata: Evaluation of consumer perception and detection of adulterantsâ and published at the Interna...",1,2,human_relevant_articles_only,75,64217ea7-1449-4966-8d6d-4251d3416f7f,timesofindia.indiatimes.com,indiatimes.com,2021-11-27,relevant,527
vitamin d. some oil,yake,1,0.333333,2,2,0.0,0.226003,0.003407,0.026667,0.094345,other_candidate,drop,low score or outside edible-oil/adulteration scope,9,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,...about 572 (12.8 per cent) samples were non-compliant on fortificants claim like the presence of Vitamin A and Vitamin D. Some oil types picked up from the market had label misinformation on their labels which were non-compliant with the FS...,1,2,human_relevant_articles_only,75,6dd945a7-2197-4323-b3dc-7b84b6513e2c,financialexpress.com,financialexpress.com,2021-12-29,relevant,466
mustard growers,phrase_frequency; tfidf,2,0.666667,6,3,0.057312,0.0,0.010221,0.04,0.094259,other_candidate,drop,low score or outside edible-oil/adulteration scope,2,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,"...the blending process is not less than 20 per cent. Edible Oil industry body COOIT said the move will benefit mustard growers as well as consumers. Suresh Nagpal, Chairman of COOIT, said mustard growers will get encouragement to increa...",1,2,human_relevant_articles_only,75,068350a9-1c36-48c8-8fcd-7e5e55a45d21,economictimes.indiatimes.com,indiatimes.com,2021-06-09,relevant,107
wheat flour,phrase_frequency; tfidf,2,0.666667,7,2,0.058987,0.0,0.011925,0.026667,0.093101,other_candidate,drop,non-oil food context without edible-oil signal,74,"Adulterated cooking oil, wheat flour worth Rs 21 lakh seized in Hyderabad",https://www.siasat.com/adulterated-cooking-oil-wheat-flour-worth-rs-21-lakh-seized-in-hyderabad-3432488/,"...ocations in Hyderabad on Monday, March 9. During the raid, thousands of litres of adulterated cooking oil and wheat flour were seized. In the case, the accused were identified as Bhanwar Ram, 46, and his 22-year-old son Ashok Kumar...",1,2,human_relevant_articles_only,75,0505dcdb-6ba9-43c9-9fb9-4312a38386f9,siasat.com,siasat.com,2026-03-10,relevant,215
department of the food,yake,1,0.333333,1,1,0.0,0.228891,0.001704,0.013333,0.092812,other_candidate,drop,outside edible-oil/adulteration domain,44,Maha FDA seizes edible oil worth Rs23L | Nagpur News - The Times of India,https://timesofindia.indiatimes.com/city/nagpur/maha-fda-seizes-edible-oil-worth-rs23l/articleshow/124589903.cms,"Nagpur: In a significant crackdown in the pre-Diwali season, vigilance department of the Food and Drug Administration (FDA), Maharashtra, on Tuesday conducted simultaneous raids at different locations an...",1,2,human_relevant_articles_only,75,64410030-5e40-4d33-ad38-1215ae60f157,timesofindia.indiatimes.com,indiatimes.com,2025-10-16,relevant,133
oils that are adulterated,yake,1,0.333333,1,1,0.0,0.228817,0.001704,0.013333,0.092793,adulteration/fraud,drop,weak domain term below threshold,25,How to identify fake cooking oil? (FSSAI recommended tips) - Times of India,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/how-to-identify-fake-cooking-oil-fssai-recommended-tips/articleshow/110694766.cms,"...contain harmful substances and may lack the nutritional benefits of genuine oils. Fake cooking oil refers to oils that are adulterated or not pure. For example, expensive oils like olive oil might be mixed with cheaper ones like soybean or palm...",1,2,human_relevant_articles_only,75,99b5db5b-fd0d-4faf-9385-c0cba2b528d3,timesofindia.indiatimes.com,indiatimes.com,2024-06-04,relevant,705
samples of the oil,yake,1,0.333333,2,2,0.0,0.217611,0.003407,0.026667,0.092247,other_candidate,drop,low score or outside edible-oil/adulteration scope,17,"FDA busts fake edible oil racket, 1,925 litres seized | Nagpur News - Times of India",https://timesofindia.indiatimes.com/city/nagpur/fda-busts-fake-edible-oil-racket-1925-litres-seized/articleshow/93957827.cms,"...rous for health. To lure customers, the oil adulterated was being sold at lower prices,â the officials said. âSamples of the oil seized during the raid would be sent to government laboratory for analysis. Action would be initiated based o...",1,2,human_relevant_articles_only,75,fa712594-d1fe-493a-8d11-d28646d5f5e2,timesofindia.indiatimes.com,indiatimes.com,2022-09-03,relevant,249
oil with other cooking,yake,1,0.333333,1,1,0.0,0.225901,0.001704,0.013333,0.092064,other_candidate,drop,low score or outside edible-oil/adulteration scope,4,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://www.livemint.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil-11623253163555.html,"FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil To ensure that the prohibition is effectively enforced, the food regulator has issued an order on June 8...",1,2,human_relevant_articles_only,75,102029c5-36e5-40b8-b1e0-1dad0e00be43,livemint.com,livemint.com,2021-06-09,relevant,260
samples of other food,yake,1,0.333333,1,1,0.0,0.223948,0.001704,0.013333,0.091576,other_candidate,drop,low score or outside edible-oil/adulteration scope,36,AMC seizes 105 tins of suspicious cooking oil from Behrampura - The Times of India,https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-105-tins-of-suspicious-cooking-oil-from-behrampura/articleshow/120648762.cms,"...mango juice and other beverages, 5 samples of cold drinks, 5 samples of cooking oil, 14 spice samples, and 69 samples of other food items, all sent to a food laboratory for testing. On Saturday, the health department announced the results of...",1,2,human_relevant_articles_only,75,207f792b-6603-44ee-9f21-63f461a03360,timesofindia.indiatimes.com,indiatimes.com,2025-04-26,relevant,412
sample of the oil,yake,1,0.333333,1,1,0.0,0.217611,0.001704,0.013333,0.089992,other_candidate,drop,low score or outside edible-oil/adulteration scope,39,Court fines 2 for selling adulterated mustard oil in Ghaziabad | Noida News - The Times of India,https://timesofindia.indiatimes.com/city/noida/court-fines-2-for-selling-adulterated-mustard-oil-in-ghaziabad/articleshow/122912688.cms,"...cipal Market, Ghantaghar area. Acting on a tip-off, a team led by food safety officer Meera Singh purchased a sample of the oil from the shop on September 20, 2024, and sent it for laboratory testing. The team obtained a signature and st...",1,2,human_relevant_articles_only,75,26c48c10-b833-45f8-a523-b29782b5a1cc,timesofindia.indiatimes.com,indiatimes.com,2025-07-26,relevant,247
samples of each oil,yake,1,0.333333,1,1,0.0,0.217103,0.001704,0.013333,0.089865,other_candidate,drop,low score or outside edible-oil/adulteration scope,13,Fsda Busts Unit Making Adulterated Vegetable Oil | Varanasi News - Times of India,https://timesofindia.indiatimes.com/city/varanasi/fsda-busts-unit-making-adulterated-vegetable-oil/articleshow/91716833.cms,"...five stamps for printing batch numbers and 40 litres of oil ready for sale was found in drum, he said adding, samples of each oil, essence and colour were collected for laboratory test. Cops seized oil and other material. After lodging of...",1,2,human_relevant_articles_only,75,cad0c95e-f99c-43bf-95e4-731ad620386c,timesofindia.indiatimes.com,indiatimes.com,2022-05-22,relevant,238
oil in the state,yake,1,0.333333,2,2,0.0,0.207058,0.003407,0.026667,0.089609,other_candidate,drop,low score or outside edible-oil/adulteration scope,21,Govt Cracks Down On Sale Of Adulterated Coconut Oil | Thiruvananthapuram News - Times of India,https://timesofindia.indiatimes.com/city/thiruvananthapuram/govt-cracks-down-on-sale-of-adulterated-coconut-oil/articleshow/95568940.cms,...ily obtain brand registration for their products. One manufacturer can come up with only one brand of coconut oil in the state. This will be strictly enforced as part of efforts to curb the sale of adulterated coconut oil. The food safe...,1,2,human_relevant_articles_only,75,8c7f8bf5-eba8-4f7d-a077-0accf3e8da22,timesofindia.indiatimes.com,indiatimes.com,2022-11-17,relevant,264
oil found,phrase_frequency; tfidf,2,0.666667,1,1,0.055534,0.0,0.001704,0.013333,0.088359,other_candidate,drop,low score or outside edible-oil/adulteration scope,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,"Patanjali mustard oil found to be of substandard food quality: Rajasthan govt According to the Rajasthan government, mustard oil sold by...",1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
oil and other edible,yake,1,0.333333,1,1,0.0,0.209038,0.001704,0.013333,0.087848,other_candidate,drop,low score or outside edible-oil/adulteration scope,29,Vigilance Raids Target Illegal Edible Oil Hoarding Amid Festival Price Surge | Vijayawada News - The Times of India,https://timesofindia.indiatimes.com/city/vijayawada/vigilance-raids-target-illegal-edible-oil-hoarding-amid-festival-price-surge/articleshow/113467007.cms,"...ted unauthorized hoarding, trading of adulterated edible oils, and the sudden increase in prices of Palmolein oil and other edible oils. Under the direction of Harish Kumar Gupta, director general of V&E dept, regional vigilance enforcement...",1,2,human_relevant_articles_only,75,82b46a16-8cbd-49c9-9eab-8840c92d1a25,timesofindia.indiatimes.com,indiatimes.com,2024-09-18,relevant,236
health department food safety,yake,1,0.333333,2,2,0.0,0.187459,0.003407,0.026667,0.084709,enforcement/evidence,drop,weak domain term below threshold,45,"Inspection throws up health scare in form of expired foods, fake oil | Jaipur News - The Times of India",https://timesofindia.indiatimes.com/city/jaipur/inspection-throws-up-health-scare-in-form-of-expired-foods-fake-oil/articleshow/125727900.cms,Jaipur: Health department food safety officers Tuesday found expired food products stored on racks during an inspection at Amazon Seller Services P...,1,2,human_relevant_articles_only,75,8cb5c0df-13cb-44d6-8509-198110984ffd,timesofindia.indiatimes.com,indiatimes.com,2025-12-03,relevant,259
department food safety officers,yake,1,0.333333,2,2,0.0,0.187435,0.003407,0.026667,0.084703,enforcement/evidence,drop,weak domain term below threshold,45,"Inspection throws up health scare in form of expired foods, fake oil | Jaipur News - The Times of India",https://timesofindia.indiatimes.com/city/jaipur/inspection-throws-up-health-scare-in-form-of-expired-foods-fake-oil/articleshow/125727900.cms,Jaipur: Health department food safety officers Tuesday found expired food products stored on racks during an inspection at Amazon Seller Services Pvt Ltd in...,1,2,human_relevant_articles_only,75,8cb5c0df-13cb-44d6-8509-198110984ffd,timesofindia.indiatimes.com,indiatimes.com,2025-12-03,relevant,259
food safety officers found,yake,1,0.333333,2,2,0.0,0.187409,0.003407,0.026667,0.084697,enforcement/evidence,drop,weak domain term below threshold,1,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,"...hose into manufacturing should ensure that the edible oil is stored in hygienic conditions. In this case, our food safety officers found that the concerned owner was not just far from observing hygienic practices during the manufacturing process...",1,2,human_relevant_articles_only,75,86bac12e-b8a4-4295-bbda-5e5606b6982b,timesofindia.indiatimes.com,indiatimes.com,2021-03-10,relevant,232
oils during the food,yake,1,0.333333,1,1,0.0,0.193113,0.001704,0.013333,0.083867,other_candidate,drop,low score or outside edible-oil/adulteration scope,14,Nagpur: Food and drug administration to focus on edible oil during Food Safety Week | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-to-focus-on-edible-oil-during-food-safety-week/articleshow/93416043.cms,NAGPUR: The Food and drug administration (FDA) will focus on quality of edible oils during the Food Safety Week between August 5 and 12 among other activities and actions under Azadi Ka Amrut Mahotsav. FDA has...,1,2,human_relevant_articles_only,75,ceaa0795-f8e6-44d7-a04b-e2264e1c3e05,timesofindia.indiatimes.com,indiatimes.com,2022-08-08,relevant,279
oil on the food,yake,1,0.333333,1,1,0.0,0.192564,0.001704,0.013333,0.08373,other_candidate,drop,low score or outside edible-oil/adulteration scope,71,Food safety raids to check entry of spurious coconut oil into market  ,https://www.thehindu.com/news/national/kerala/food-safety-raids-to-check-entry-of-spurious-coconut-oil-into-market/article69828078.ece,...eaply priced. The public should inform any misgivings they may have about the quality of any brand of coconut oil on the Food Safety wing’s toll-free number 1800 425 1125. The manufacturers and sellers of coconut oil in the State have...,1,2,human_relevant_articles_only,75,ec317650-d498-4c0c-bc16-8c17c2a528a5,thehindu.com,thehindu.com,2025-07-18,relevant,311
oil with other oils,yake,1,0.333333,1,1,0.0,0.191419,0.001704,0.013333,0.083444,other_candidate,drop,low score or outside edible-oil/adulteration scope,32,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration | Chandigarh News - Times of India,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,...ting of the mustard oil after hearing a large number of complaints received regarding the blending of mustard oil with other oils.,1,2,human_relevant_articles_only,75,251fb653-571f-41aa-b272-ab133fb6e082,timesofindia.indiatimes.com,indiatimes.com,2024-12-15,relevant,418
state food safety department,yake,1,0.333333,1,1,0.0,0.187415,0.001704,0.013333,0.082443,enforcement/evidence,drop,weak domain term below threshold,21,Govt Cracks Down On Sale Of Adulterated Coconut Oil | Thiruvananthapuram News - Times of India,https://timesofindia.indiatimes.com/city/thiruvananthapuram/govt-cracks-down-on-sale-of-adulterated-coconut-oil/articleshow/95568940.cms,...The minister said that the state government has come up with detailed guidelines on shawarma preparation. The state food safety department has come at the second spot in the food safety index of the Food Safety and Standards Authority of India.,1,2,human_relevant_articles_only,75,8c7f8bf5-eba8-4f7d-a077-0accf3e8da22,timesofindia.indiatimes.com,indiatimes.com,2022-11-17,relevant,264
worth rs,tfidf,1,0.333333,8,6,0.085656,0.0,0.013629,0.08,0.077357,other_candidate,drop,outside edible-oil/adulteration domain,16,"Loose Cooking Oil Seized, Fir Lodged Against Proprietor | Indore News - Times of India",https://timesofindia.indiatimes.com/city/indore/loose-cooking-oil-seized-fir-lodged-against-proprietor/articleshow/93627772.cms,"...ct administration on Wednesday collected samples of cooking oil from a wholesale shop and seized soyabean oil worth Rs 34,500 on suspicion adulteration. Acting on a complaint, collector Manish Singh and ADM Abhay Bedekar had in...",1,2,human_relevant_articles_only,75,5e2a0e28-ddbc-4f64-8245-ec60dfe80e4f,timesofindia.indiatimes.com,indiatimes.com,2022-08-18,relevant,110
pm ist,tfidf,1,0.333333,9,9,0.056995,0.0,0.015332,0.12,0.073581,other_candidate,drop,outside edible-oil/adulteration domain,4,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://www.livemint.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil-11623253163555.html,"...of States/UTs and Central Licensing Authority to carry out an inspection drive PTI Published9 Jun 2021, 09:16 PM IST Food regulator FSSAI has asked states to effectively enforce the decision to ban blending of mustard oil with...",1,2,human_relevant_articles_only,75,102029c5-36e5-40b8-b1e0-1dad0e00be43,livemint.com,livemint.com,2021-06-09,relevant,260
oil worth rs,tfidf,1,0.333333,6,4,0.06552,0.0,0.010221,0.053333,0.065798,other_candidate,drop,low score or outside edible-oil/adulteration scope,16,"Loose Cooking Oil Seized, Fir Lodged Against Proprietor | Indore News - Times of India",https://timesofindia.indiatimes.com/city/indore/loose-cooking-oil-seized-fir-lodged-against-proprietor/articleshow/93627772.cms,"...strict administration on Wednesday collected samples of cooking oil from a wholesale shop and seized soyabean oil worth Rs 34,500 on suspicion adulteration. Acting on a complaint, collector Manish Singh and ADM Abhay Bedekar had in...",1,2,human_relevant_articles_only,75,5e2a0e28-ddbc-4f64-8245-ec60dfe80e4f,timesofindia.indiatimes.com,indiatimes.com,2022-08-18,relevant,110
assistant commissioner,phrase_frequency,1,0.333333,7,7,0.0,0.0,0.011925,0.093333,0.049122,other_candidate,drop,outside edible-oil/adulteration domain,1,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,"...conditions. The raid was conducted by food officers S S Deore, A U Raskar under the guidance of Salunkhe and assistant commissioner (food), zone 3, U S Lohokare. âEdible oil is consumed extensively everywhere. Hence, it is necessary to ensur...",1,2,human_relevant_articles_only,75,86bac12e-b8a4-4295-bbda-5e5606b6982b,timesofindia.indiatimes.com,indiatimes.com,2021-03-10,relevant,232
standards act,phrase_frequency,1,0.333333,7,7,0.0,0.0,0.011925,0.093333,0.049122,other_candidate,drop,outside edible-oil/adulteration domain,22,Food safety department locks and seals two cooking oil mills in Trichy city | Trichy News - Times of India,https://timesofindia.indiatimes.com/city/trichy/food-safety-department-locks-and-seal-two-cooking-oil-mills-in-trichy-city/articleshow/100572169.cms,"...e test results found that the cooking oil was adulterated. Similarly, label norms as per the food safety and standards act 2006, were not properly followed, the officials said. Following the violations, the food safety department in...",1,2,human_relevant_articles_only,75,47188540-234f-4110-873c-89e4eb2b92d3,timesofindia.indiatimes.com,indiatimes.com,2023-05-28,relevant,289
misbranding,phrase_frequency,1,0.333333,10,6,0.0,0.0,0.017036,0.08,0.047889,other_candidate,drop,low score or outside edible-oil/adulteration scope,9,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,"...s failing in one or more categories were also observed in different oil types across states/UTs. In the label misbranding category, the FSSAI said about 572 (12.8 per cent) samples were non-compliant on fortificants claim like the...",1,2,human_relevant_articles_only,75,6dd945a7-2197-4323-b3dc-7b84b6513e2c,financialexpress.com,financialexpress.com,2021-12-29,relevant,466
crackdown,phrase_frequency,1,0.333333,8,6,0.0,0.0,0.013629,0.08,0.047378,enforcement/evidence,drop,weak domain term below threshold,14,Nagpur: Food and drug administration to focus on edible oil during Food Safety Week | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-to-focus-on-edible-oil-during-food-safety-week/articleshow/93416043.cms,"...August 5 and 12 among other activities and actions under Azadi Ka Amrut Mahotsav. FDA has started a statewide crackdown on substandard edible oil, especially against loose sale. The FDA authorities are set to undertake focussed d...",1,2,human_relevant_articles_only,75,ceaa0795-f8e6-44d7-a04b-e2264e1c3e05,timesofindia.indiatimes.com,indiatimes.com,2022-08-08,relevant,279
food products,phrase_frequency,1,0.333333,8,6,0.0,0.0,0.013629,0.08,0.047378,other_candidate,drop,outside edible-oil/adulteration domain,19,"16,600 Kg Mustard Oil Seized In Vki | Jaipur News - Times of India",https://timesofindia.indiatimes.com/city/jaipur/16600-kg-mustard-oil-seized-in-vki/articleshow/94848908.cms,"Jaipur: Intensifying measures to prevent the sale of adulterated food products ahead of Diwali, health department teams on Thursday seized 166 quintals of mustard oil in Vishwakarma Indust...",1,2,human_relevant_articles_only,75,f34fca57-cea8-47c5-9e96-785e4d96c84b,timesofindia.indiatimes.com,indiatimes.com,2022-10-14,relevant,115
safety officer,phrase_frequency,1,0.333333,7,6,0.0,0.0,0.011925,0.08,0.047122,other_candidate,drop,outside edible-oil/adulteration domain,13,Fsda Busts Unit Making Adulterated Vegetable Oil | Varanasi News - Times of India,https://timesofindia.indiatimes.com/city/varanasi/fsda-busts-unit-making-adulterated-vegetable-oil/articleshow/91716833.cms,...s being packed in containers of prominent mustard and soyabean oil brands including Fortune and Saloni. Food safety officer Ramesh Singh said that during the raid it was found that by contaminating essence and other chemicals with ri...,1,2,human_relevant_articles_only,75,cad0c95e-f99c-43bf-95e4-731ad620386c,timesofindia.indiatimes.com,indiatimes.com,2022-05-22,relevant,238
