round_number,final_keep,final_human_label,title,source,date,url,domain,oil_role,model_final_label,model_confidence,reason,evidence_phrase,query_family,query_id,human_review_status,word_count
4,1,relevant,"Gautam Budh Nagar: 370 kg sweets, 750 ltr oil seized in food safety checks",hindustantimes.com,2024-10-29,https://www.hindustantimes.com/cities/noida-news/gautam-budh-nagar-370-kg-sweets-750-ltr-oil-seized-in-food-safety-checks-101730140849789.html,hindustantimes.com,,candidate_relevant,0.71,,,proximity,,human_reviewed,464
4,1,relevant,Food dept destroys substandard cheese,indiatimes.com,2025-10-08,https://timesofindia.indiatimes.com/city/kanpur/food-dept-destroys-substandard-cheese/articleshow/124395829.cms,timesofindia.indiatimes.com,,candidate_relevant,0.71,,,proximity,,human_reviewed,189
4,1,relevant,"Flies hovering on them, 145kg rasgullas destroyed by food safety officials in Noida",indiatimes.com,2025-10-12,https://timesofindia.indiatimes.com/city/noida/flies-hovering-on-them-145kg-rasgullas-destroyed-by-food-safety-officials-in-noida/articleshow/124489677.cms,timesofindia.indiatimes.com,,candidate_relevant,0.708,,,proximity,,human_reviewed,237
4,1,relevant,"85 restaurants, marts fail quality check told to pay rs.80 lakh fine",,,https://timesofindia.indiatimes.com/city/lucknow/85-restaurants-marts-fail-quality-check-told-to-pay-80-lakh-fine/articleshow/103622887.cms,timesofindia.indiatimes.com,,,manual,,,,,human_reviewed,
4,1,relevant,Food Safety wing to step up checks on curry powders in Kerala,thehindu.com,2022-07-29,https://www.thehindu.com/news/national/kerala/food-safety-wing-to-step-up-checks-on-curry-powders-in-kerala/article65700040.ece,thehindu.com,,candidate_relevant,0.704,,,boolean,,human_reviewed,222
4,1,relevant,"Poor quality oil found in kits distributed among tribes, fine of ₹7 lakh imposed on company",thehindu.com,2024-09-05,https://www.thehindu.com/news/national/kerala/poor-quality-oil-found-in-kits-distributed-among-tribes-fine-of-7-lakh-imposed-on-company/article68609646.ece,thehindu.com,,candidate_relevant,0.703,,,boolean,,human_reviewed,255
4,1,relevant,Coconut oil unit sealed in Kanniyakumari for violations,thehindu.com,2025-08-21,https://www.thehindu.com/news/cities/Madurai/coconut-oil-unit-sealed-in-kanniyakumari-for-violations/article69960089.ece,thehindu.com,,candidate_relevant,0.7,,,boolean,,human_reviewed,156
4,1,relevant,Onam vigil: five special squads in action to expose low-quality food products,thehindu.com,2025-09-03,https://www.thehindu.com/news/national/kerala/onam-vigil-five-special-squads-in-action-to-expose-low-quality-food-products/article70008118.ece,thehindu.com,,candidate_relevant,0.697,,,boolean,,human_reviewed,356
4,1,relevant,"FDA cracks whip on sweetmarts, namkeen makers before Diwali",indiatimes.com,2021-11-03,https://timesofindia.indiatimes.com/city/nagpur/fda-cracks-whip-on-sweetmarts-namkeen-makers-before-diwali/articleshow/87495424.cms,timesofindia.indiatimes.com,,candidate_relevant,0.696,,,proximity,,human_reviewed,420
4,1,relevant,"Madhya Pradesh: Pulse mills, hotels and grocery shops inspected; samples collected for testing",freepressjournal.in,2021-07-17,https://www.freepressjournal.in/indore/madhya-pradesh-pulse-mills-hotels-and-grocery-shops-inspected-samples-collected-for-testing,freepressjournal.in,,candidate_relevant,0.696,,,boolean,,human_reviewed,397
4,1,relevant,"Cyberabad Cops Book 28, Seize Adulterated Food Worth Rs 64 Lakh",deccanchronicle.com,2026-04-22,https://www.deccanchronicle.com/southern-states/telangana/cyberabad-cops-book-28-seize-adulterated-food-worth-rs-64-lakh-1952140,deccanchronicle.com,,candidate_relevant,0.695,,,proximity,,human_reviewed,226
4,1,relevant,Dry fruit oil traders under scanner ahead of Rakshabandhan,indiatimes.com,2025-08-05,https://timesofindia.indiatimes.com/city/noida/dry-fruit-oil-traders-under-scanner-ahead-of-rakshabandhan/articleshow/123103360.cms,timesofindia.indiatimes.com,,candidate_relevant,0.692,,,proximity,,human_reviewed,277
4,1,relevant,Think before you snack: Namkeens & dairy products top list of unsafe foods in Karnataka,indiatimes.com,2026-05-18,https://timesofindia.indiatimes.com/city/bengaluru/think-before-you-snack-namkeens-dairy-products-top-list-of-unsafe-foods-in-karnataka/articleshow/131179662.cms,timesofindia.indiatimes.com,,candidate_relevant,0.692,,,boolean,,human_reviewed,601
4,1,relevant,"Maharashtra FDA Cracks Down On Banned Gutkha And Adulterated Food, Arrests 102 Persons And Seizes Goods Worth ₹1.58 Crore In One Week",freepressjournal.in,2026-06-04,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-banned-gutkha-and-adulterated-food-arrests-102-persons-and-seizes-goods-worth-158-crore-in-one-week,freepressjournal.in,,candidate_relevant,0.69,,,boolean,,human_reviewed,444
4,1,relevant,34 people fall ill in suspected food poisoning case after eating pizza in Maharashtra’s Bhiwandi,livemint.com,2026-06-19,https://www.livemint.com/news/india/34-people-fall-ill-in-suspected-food-poisoning-case-after-eating-pizza-in-maharashtra-s-bhiwandi-11781889067823.html,livemint.com,,candidate_relevant,0.687,,,boolean,,human_reviewed,605
4,1,relevant,"H-FAST raids unlicensed food godown in Charminar, seizes adulterated food",thehindu.com,2026-06-19,https://www.thehindu.com/news/national/telangana/h-fast-raids-unlicensed-food-godown-in-charminar-seizes-adulterated-food/article71121824.ece,thehindu.com,,candidate_relevant,0.687,,,boolean,,human_reviewed,296
4,1,relevant,"Shop selling rotten vegetables in Vejalpur, mutton shop near religious site in Chandkheda sealed by Ahmedabad Municipal Corporation",indiatimes.com,2025-05-25,https://timesofindia.indiatimes.com/city/ahmedabad/shop-selling-rotten-vegetables-in-vejalpur-mutton-shop-near-religious-site-in-chandkheda-sealed-by-ahmedabad-municipal-corporation/articleshow/121390711.cms,timesofindia.indiatimes.com,,candidate_relevant,0.687,,,phrase,,human_reviewed,268
4,1,relevant,"Ahead of festive season, adulterated paneer, milk, and oil raise alarms for food safety in Lucknow",hindustantimes.com,2023-08-30,https://www.hindustantimes.com/cities/others/ahead-of-festive-season-adulterated-paneer-milk-and-oil-raise-alarms-for-food-safety-in-lucknow-101693406351671.html,hindustantimes.com,,candidate_relevant,0.686,,,boolean,,human_reviewed,635
4,1,relevant,FDA seizes untested soyabean oil,indiatimes.com,2025-10-09,https://timesofindia.indiatimes.com/city/nagpur/fda-seizes-untested-soyabean-oil/articleshow/124398090.cms,timesofindia.indiatimes.com,,candidate_relevant,0.681,,,boolean,,human_reviewed,183
4,1,relevant,McDonald’s Outlet In Jaipur Under Scanner After Food Safety Violations Found During Surprise Check; 40 Litres Of Oil & 40 Kgs Rotten Tomatoes Destroyed,freepressjournal.in,2026-02-11,https://www.freepressjournal.in/viral/mcdonalds-outlet-in-jaipur-under-scanner-after-food-safety-violations-found-during-surprise-check-40-liters-of-oil-40-kgs-rotten-tomatoes-destroyed,freepressjournal.in,,candidate_relevant,0.68,,,boolean,,human_reviewed,311
4,1,relevant,When oil and opportunity mix to beget fraud,thehindu.com,2022-04-25,https://www.thehindu.com/news/cities/Hyderabad/when-oil-and-opportunity-mix-to-beget-fraud/article65354086.ece,thehindu.com,,candidate_relevant,0.678,,,proximity,,human_reviewed,411
4,1,relevant,"AMC seizes 180kg of âedible oilâ, seals 5 units",indiatimes.com,2024-07-28,https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-180kg-of-edible-oil-seals-5-units/articleshow/112072084.cms,timesofindia.indiatimes.com,,candidate_relevant,0.676,,,proximity,,human_reviewed,341
4,1,relevant,Two Oil Mills Sealed For Unhygienic Conditions,indiatimes.com,2023-05-29,https://timesofindia.indiatimes.com/city/trichy/two-oil-mills-sealed-for-unhygienic-conditions/articleshow/100579692.cms,timesofindia.indiatimes.com,,candidate_relevant,0.673,,,proximity,,human_reviewed,250
4,1,relevant,"Assam food safety raids uncover illegal fruit ripening, unsafe food products",assamtribune.com,2026-06-16,https://assamtribune.com/guwahati/assam-food-safety-raids-uncover-illegal-fruit-ripening-unsafe-food-products-1612781,assamtribune.com,,candidate_relevant,0.667,,,proximity,,human_reviewed,651
4,1,relevant,"FDA Crackdown On Adulterated & Banned Food In Vasai-Virar: 18 Shops Sealed, ₹14 Lakh Worth Goods Confiscated",freepressjournal.in,2026-06-15,https://www.freepressjournal.in/mumbai/fda-crackdown-on-adulterated-banned-food-in-vasai-virar-18-shops-sealed-14-lakh-worth-goods-confiscated,freepressjournal.in,,candidate_relevant,0.664,,,proximity,,human_reviewed,359
4,1,relevant,"Food raids in Telangana: Snacks worth over Rs 60K seized, license suspended",siasat.com,2024-12-15,https://www.siasat.com/food-raids-in-telangana-snacks-worth-over-rs-60k-seized-license-suspended-3148653/,siasat.com,,candidate_relevant,0.662,,,proximity,,human_reviewed,515
4,1,relevant,"Cyberabad police crack down on food adulteration, book 22 cases",indiatimes.com,2026-04-23,https://timesofindia.indiatimes.com/city/hyderabad/cyberabad-police-crack-down-on-food-adulteration-book-22-cases/articleshow/130450873.cms,timesofindia.indiatimes.com,,candidate_relevant,0.662,,,proximity,,human_reviewed,186
4,1,relevant,"Food items fail quality check in Chandigarh: Purchase food from licensed & hygienic stores, says food safety dept",indianexpress.com,2022-08-09,https://indianexpress.com/article/cities/chandigarh/food-items-fail-quality-check-in-chandigarh-purchase-food-from-licensed-hygienic-stores-says-food-safety-dept-8079080/,indianexpress.com,,candidate_relevant,0.66,,,boolean,,human_reviewed,216
4,1,relevant,Tribunal slaps Rs 2 lakh fine on oil producer,newindianexpress.com,2021-11-06,https://www.newindianexpress.com/cities/thiruvananthapuram/2021/nov/06/tribunal-slaps-rs-2-lakh-fine-on-oil-producer-2380042.html,newindianexpress.com,,candidate_relevant,0.656,,,boolean,,human_reviewed,157
4,1,relevant,"2,300kg of spurious paneer seized",indiatimes.com,2025-03-06,https://timesofindia.indiatimes.com/city/ahmedabad/2300kg-of-spurious-paneer-seized/articleshow/118742649.cms,timesofindia.indiatimes.com,,candidate_relevant,0.653,,,boolean,,human_reviewed,206
